Name,Year,Position,Team,ADP,ProjectedPoints,ActualPoints
Kendall Hunter,2012,RB,SF,159.84,0.00,0.00
Kendall Wright,2012,WR,TEN,147.35,0.00,0.00
Kenny Britt,2012,WR,TEN,118.73,0.00,0.00
Kerry Meier,2012,WR,ATL,999.00,0.00,0.00
Kevin Smith,2012,RB,DET,75.12,0.00,0.00
Kevin Walter,2012,WR,HOU,999.00,0.00,0.00
Kyle Rudolph,2012,TE,MIN,158.70,0.00,0.00
Lamar Miller,2012,RB,MIA,155.82,0.00,0.00
LaMichael James,2012,RB,SF,999.00,0.00,0.00
Lance Moore,2012,WR,NO,119.92,0.00,0.00
LaRod Stephens-Howling,2012,RB,ARI,999.00,0.00,0.00
Larry Fitzgerald,2012,WR,ARI,19.47,0.00,0.00
Laurent Robinson,2012,WR,JAX,142.94,0.00,0.00
LeGarrette Blount,2012,RB,TB,120.86,0.00,0.00
LeSean McCoy,2012,RB,PHI,4.45,0.00,0.00
Louis Murphy,2012,WR,CAR,999.00,0.00,0.00
Malcom Floyd,2012,WR,SD,106.04,0.00,0.00
Mario Manningham,2012,WR,SF,151.14,0.00,0.00
Mark Ingram,2012,RB,NO,104.18,0.00,0.00
Mark Sanchez,2012,QB,NYJ,156.91,0.00,0.00
Marques Colston,2012,WR,NO,49.05,0.00,0.00
Marshawn Lynch,2012,RB,SEA,20.80,0.00,0.00
Martellus Bennet,2012,TE,NYG,999.00,0.00,0.00
Matt Cassel,2012,QB,KC,152.98,0.00,0.00
Matt Forte,2012,RB,CHI,15.21,0.00,0.00
Matt Ryan,2012,QB,ATL,47.81,0.00,0.00
Matt Schaub,2012,QB,HOU,86.32,0.00,0.00
Matthew Stafford,2012,QB,DET,12.62,0.00,0.00
Maurice Jones-Drew,2012,RB,JAX,14.12,0.00,0.00
Miami ,2012,DEF,MIA,9999.00,0.00,0.00
Michael Bush,2012,RB,CHI,110.57,0.00,0.00
Michael Crabtree,2012,WR,SF,127.03,0.00,0.00
Michael Floyd,2012,WR,ARI,153.75,0.00,0.00
Michael Turner,2012,RB,ATL,28.07,0.00,0.00
Michael Vick,2012,QB,PHI,35.55,0.00,0.00
Mike Goodson,2012,RB,OAK,158.31,0.00,0.00
Mike Tolbert,2012,RB,CAR,169.53,0.00,0.00
Mike Wallace,2012,WR,PIT,51.40,0.00,0.00
Mike Williams,2012,WR,TB,142.18,0.00,0.00
Mikel Leshoure,2012,RB,DET,111.78,0.00,0.00
Miles Austin,2012,WR,DAL,59.72,0.00,0.00
Minnesota ,2012,DEF,MIN,9999.00,0.00,0.00
Mohamed Sanu,2012,RB,CIN,999.00,0.00,0.00
Nate Washington,2012,WR,TEN,128.32,0.00,0.00
New England,2012,DEF,NE,9999.00,0.00,0.00
New Orleans ,2012,DEF,NO,9999.00,0.00,0.00
Ny Giants ,2012,DEF,NYG,175.53,0.00,0.00
Ny Jets ,2012,DEF,NYJ,180.16,0.00,0.00
Oakland ,2012,DEF,OAK,9999.00,0.00,0.00
Owen Daniels,2012,TE,HOU,131.07,0.00,0.00
Percy Harvin,2012,WR,MIN,51.79,0.00,0.00
Peyton Hillis,2012,RB,KC,74.90,0.00,0.00
Peyton Manning,2012,QB,DEN,48.52,0.00,0.00
Philadelphia ,2012,DEF,PHI,153.31,0.00,0.00
Philip Rivers,2012,QB,SD,47.93,0.00,0.00
Pierre Garcon,2012,WR,WAS,85.67,0.00,0.00
Pierre Thomas,2012,RB,NO,132.67,0.00,0.00
Pittsburgh ,2012,DEF,PIT,151.65,0.00,0.00
Randall Cobb,2012,WR,GB,149.45,0.00,0.00
Randy Moss,2012,WR,SF,117.51,0.00,0.00
Rashad Jennings,2012,RB,JAX,999.00,0.00,0.00
Rashard Mendenhall,2012,RB,PIT,135.81,0.00,0.00
Ray Rice,2012,RB,BAL,3.61,0.00,0.00
Reggie Bush,2012,RB,MIA,54.32,0.00,0.00
Reggie Wayne,2012,WR,IND,81.23,0.00,0.00
Rob Gronkowski,2012,TE,NE,21.44,0.00,0.00
Robert Griffin III,2012,QB,WAS,81.11,0.00,0.00
Robert Meachem,2012,WR,SD,97.97,0.00,0.00
Robert Turbin,2012,RB,SEA,999.00,0.00,0.00
Roddy White,2012,WR,ATL,30.30,0.00,0.00
Ronnie Brown,2012,RB,SD,152.45,0.00,0.00
Ronnie Hillman,2012,RB,DEN,140.34,0.00,0.00
Roy Helu,2012,RB,WAS,101.37,0.00,0.00
Rueben Randle,2012,WR,NYG,172.94,0.00,0.00
Russell Wilson,2012,QB,SEA,999.00,0.00,0.00
Ryan Fitzpatrick,2012,QB,BUF,137.87,0.00,0.00
Ryan Mathews,2012,RB,SD,23.87,0.00,0.00
Ryan Williams,2012,RB,ARI,113.40,0.00,0.00
Sam Bradford,2012,QB,STL,147.48,0.00,0.00
San Diego ,2012,DEF,SD,9999.00,0.00,0.00
San Fran ,2012,DEF,SF,108.40,0.00,0.00
Santana Moss,2012,WR,WAS,135.17,0.00,0.00
Santonio Holmes,2012,WR,NYJ,123.03,0.00,0.00
Seattle ,2012,DEF,SEA,9999.00,0.00,0.00
Shane Vereen,2012,RB,NE,146.32,0.00,0.00
Shonn Greene,2012,RB,NYJ,54.99,0.00,0.00
Sidney Rice,2012,WR,SEA,134.51,0.00,0.00
St. Louis ,2012,DEF,STL,9999.00,0.00,0.00
Stephen Williams,2012,WR,ARI,999.00,0.00,0.00
Stevan Ridley,2012,RB,NE,78.35,0.00,0.00
Steve Johnson,2012,WR,BUF,66.93,0.00,0.00
Steve Smith,2012,WR,CAR,47.17,0.00,0.00
Steven Jackson,2012,RB,STL,22.23,0.00,0.00
Tampa Bay ,2012,DEF,TB,9999.00,0.00,0.00
Tandon Doss,2012,WR,BAL,999.00,0.00,0.00
Tennessee ,2012,DEF,TEN,9999.00,0.00,0.00
Terrell Owens,2012,WR,SEA,153.08,0.00,0.00
Tim Tebow,2012,QB,NYJ,163.82,0.00,0.00
Titus Young,2012,WR,DET,99.85,0.00,0.00
Toby Gerhart,2012,RB,MIN,109.88,0.00,0.00
Tom Brady,2012,QB,NE,5.16,0.00,0.00
Tony Gonzalez,2012,TE,ATL,94.03,0.00,0.00
Tony Romo,2012,QB,DAL,48.38,0.00,0.00
Torrey Smith,2012,WR,BAL,82.95,0.00,0.00
Trent Richardson,2012,RB,CLE,28.06,0.00,0.00
Vernon Davis,2012,TE,SF,59.82,0.00,0.00
Victor Cruz,2012,WR,NYG,36.50,0.00,0.00
Vincent Brown,2012,WR,SD,159.66,0.00,0.00
Vincent Jackson,2012,WR,TB,68.35,0.00,0.00
Washington ,2012,DEF,WAS,9999.00,0.00,0.00
Wes Welker,2012,WR,NE,28.37,0.00,0.00
Willis McGahee,2012,RB,DEN,60.10,0.00,0.00
