Name,Year,Position,Team,ADP,ProjectedPoints,ActualPoints
Davante Adams,2018,WR,GB,22.36,165.60,218.60
DeAndre Hopkins,2018,WR,HOU,12.01,196.79,218.50
Andy Dalton,2018,QB,CIN,999.00,304.67,216.54
Melvin Gordon,2018,RB,LAC,11.11,216.42,0.00
Julio Jones,2018,WR,ATL,14.79,172.01,212.90
Mike Evans,2018,WR,TB,30.50,163.48,204.40
Kareem Hunt,2018,RB,KC,8.40,223.58,204.20
Sam Darnold,2018,QB,NYJ,999.00,132.02,202.40
Joe Mixon,2018,RB,CIN,28.36,180.49,200.40
Ryan Fitzpatrick,2018,QB,TB,999.00,86.22,199.84
Blake Bortles,2018,QB,JAX,147.96,307.97,199.22
Marcus Mariota,2018,QB,TEN,136.38,325.61,196.92
David Johnson,2018,RB,ARI,4.00,239.53,196.60
Adam Thielen,2018,WR,MIN,41.85,165.23,194.30
Travis Kelce,2018,TE,KC,27.75,137.90,191.60
Michael Thomas,2018,WR,NO,20.42,162.42,190.50
James White,2018,RB,NE,117.15,72.20,189.60
Chicago,2018,DEF,CHI,999.00,0.00,187.00
Jerick McKinnon,2018,RB,SF,26.72,186.71,0.00
Derrick Henry,2018,RB,TEN,44.56,141.43,186.36
JuJu Smith-Schuster,2018,WR,PIT,47.40,156.59,185.90
Chris Carson,2018,RB,SEA,95.81,52.08,181.40
Robert Woods,2018,WR,LAR,81.83,137.84,179.60
Ryan Tannehill,2018,QB,MIA,999.00,277.56,175.96
Nick Chubb,2018,RB,CLE,128.18,129.24,174.50
George Kittle,2018,TE,SF,137.52,94.19,170.70
Lamar Jackson,2018,QB,BAL,999.00,110.06,169.54
Adrian Peterson,2018,RB,WAS,999.00,0.00,169.00
Tyler Lockett,2018,WR,SEA,147.12,111.89,165.40
Tarik Cohen,2018,RB,CHI,95.61,133.90,164.94
Stefon Diggs,2018,WR,MIN,32.61,139.98,164.30
Zach Ertz,2018,TE,PHI,41.02,135.95,164.30
Brandin Cooks,2018,WR,LAR,61.00,135.07,163.20
Keenan Allen,2018,WR,LAC,21.19,161.23,163.10
T.Y. Hilton,2018,WR,IND,36.30,141.12,163.00
Tevin Coleman,2018,RB,ATL,54.54,145.48,161.60
Joe Flacco,2018,QB,BAL,999.00,176.54,161.10
Marlon Mack,2018,RB,IND,104.76,140.41,161.10
Jordan Howard,2018,RB,CHI,28.43,195.48,160.00
Alex Smith,2018,QB,WAS,112.29,313.69,158.00
Odell Beckham Jr.,2018,WR,NYG,14.28,198.16,157.34
Eric Ebron,2018,TE,IND,143.59,88.20,156.20
Kenyan Drake,2018,RB,MIA,41.11,194.79,153.20
Houston,2018,DEF,HOU,999.00,0.00,148.00
Lamar Miller,2018,RB,HOU,43.59,149.93,147.60
Aaron Jones,2018,RB,GB,135.13,128.25,145.40
Tyler Boyd,2018,WR,CIN,999.00,45.88,145.10
Calvin Ridley,2018,WR,ATL,116.71,100.19,142.80
Amari Cooper,2018,WR,OAK,38.51,153.93,140.50
Mike Williams,2018,WR,LAC,138.57,105.14,137.20
Kenny Golladay,2018,WR,DET,138.66,114.31,137.10
Jarvis Landry,2018,WR,CLE,45.09,133.30,136.12
Matt Breida,2018,RB,SF,142.59,89.47,135.50
Josh Rosen,2018,QB,ARI,999.00,120.29,134.92
Julian Edelman,2018,WR,NE,85.51,95.80,133.42
New England,2018,DEF,NE,999.00,0.00,133.00
Sony Michel,2018,RB,NE,91.85,170.82,132.10
Denver,2018,DEF,DEN,999.00,0.00,132.00
Peyton Barber,2018,RB,TB,103.74,58.99,130.30
Austin Ekeler,2018,RB,LAC,139.03,94.75,129.80
Emmanuel Sanders,2018,WR,DEN,90.06,117.99,129.22
Chris Godwin,2018,WR,TB,152.76,114.32,126.20
Baltimore,2018,DEF,BAL,999.00,0.00,126.00
Kansas City,2018,DEF,KC,999.00,0.00,126.00
Jared Cook,2018,TE,OAK,132.95,76.54,125.60
Minnesota,2018,DEF,MIN,999.00,0.00,124.00
Seattle,2018,DEF,SEA,999.00,0.00,123.00
Mark Ingram,2018,RB,NO,61.15,127.28,121.50
Alshon Jeffery,2018,WR,PHI,97.02,161.50,120.30
Indianapolis,2018,DEF,IND,999.00,0.00,120.00
Washington,2018,DEF,WAS,999.00,0.00,120.00
Isaiah Crowell,2018,RB,NYJ,97.00,129.93,119.70
Larry Fitzgerald,2018,WR,ARI,54.04,126.31,118.68
Corey Davis,2018,WR,TEN,80.23,120.76,118.60
Mohamed Sanu,2018,WR,ATL,142.55,98.14,118.40
T.J. Yeldon,2018,RB,JAX,163.92,66.65,118.10
Rishard Matthews,2018,WR,TEN,151.76,116.98,0.00
Sterling Shepard,2018,WR,NYG,109.17,115.09,116.50
Pittsburgh,2018,DEF,PIT,999.00,0.00,116.00
Dede Westbrook,2018,WR,JAX,999.00,97.38,113.50
Tennessee,2018,DEF,TEN,999.00,0.00,113.00
Adam Humphries,2018,WR,TB,999.00,54.16,112.70
Dalvin Cook,2018,RB,MIN,14.61,200.73,112.00
New Orleans,2018,DEF,NO,999.00,0.00,112.00
AJ McCarron,2018,QB,BUF,999.00,111.36,0.00
Marqise Lee,2018,WR,JAX,136.41,110.54,0.00
DeSean Jackson,2018,WR,TB,153.46,109.06,110.30
Latavius Murray,2018,RB,MIN,146.43,121.49,109.90
Zay Jones,2018,WR,BUF,999.00,79.67,109.20
Jacksonville,2018,DEF,JAX,999.00,0.00,109.00
Golden Tate,2018,WR,DET,50.56,133.61,108.90
Miami,2018,DEF,MIA,999.00,0.00,108.00
Kerryon Johnson,2018,RB,DET,67.01,87.16,107.40
Buffalo,2018,DEF,BUF,999.00,0.00,107.00
Robby Anderson,2018,WR,NYJ,106.09,128.87,106.40
Arizona,2018,DEF,ARI,999.00,0.00,105.00
Los Angeles,2018,DEF,LAR,999.00,0.00,104.00
Los Angeles,2018,DEF,LAC,999.00,0.00,104.00
A.J. Green,2018,WR,CIN,24.50,168.17,103.40
Mike Davis,2018,RB,SEA,999.00,54.19,102.80
Cleveland,2018,DEF,CLE,999.00,0.00,102.00
D.J. Moore,2018,WR,CAR,999.00,117.11,102.00
Doug Martin,2018,RB,OAK,159.13,65.28,101.90
John Brown,2018,WR,BAL,150.52,89.43,101.90
Dion Lewis,2018,RB,TEN,75.41,158.26,101.70
Nelson Agholor,2018,WR,PHI,106.80,130.65,101.40
Detroit,2018,DEF,DET,999.00,0.00,100.00
Brandon Marshall,2018,WR,SEA,999.00,99.75,0.00
Kenny Stills,2018,WR,MIA,119.70,103.36,99.42
Leonard Fournette,2018,RB,JAX,10.45,210.03,98.40
Allen Robinson II,2018,WR,CHI,999.00,156.56,98.30
Dallas,2018,DEF,DAL,999.00,0.00,98.00
Nyheim Hines,2018,RB,IND,154.60,54.46,97.90
Curtis Samuel,2018,WR,CAR,999.00,72.35,97.80
Demaryius Thomas,2018,WR,DEN,50.55,138.94,97.70
Josh Gordon,2018,WR,CLE,55.55,142.31,97.70
Philadelphia,2018,DEF,PHI,999.00,0.00,97.00
Tyrell Williams,2018,WR,LAC,142.67,104.99,96.80
Mike Wallace,2018,WR,PHI,999.00,96.08,0.00
Eric Decker,2018,WR,NE,999.00,95.35,0.00
Cooper Kupp,2018,WR,LAR,86.70,115.70,95.10
Benjamin Watson,2018,TE,NO,150.22,95.00,0.00
Green Bay,2018,DEF,GB,999.00,0.00,95.00
Courtland Sutton,2018,WR,DEN,155.91,91.41,94.30
Jordy Nelson,2018,WR,OAK,93.92,101.23,93.70
Alex Collins,2018,RB,BAL,38.04,161.67,93.60
LeSean McCoy,2018,RB,BUF,26.18,179.92,93.20
Trey Burton,2018,TE,CHI,82.72,97.95,93.10
Austin Hooper,2018,TE,ATL,999.00,91.35,92.00
Doug Baldwin,2018,WR,SEA,42.90,166.92,91.80
Frank Gore,2018,RB,MIA,165.51,46.50,90.60
Carolina,2018,DEF,CAR,999.00,0.00,90.00
Rob Kelley,2018,RB,WAS,999.00,89.36,0.00
Antonio Callaway,2018,WR,CLE,999.00,83.22,89.30
Nick Foles,2018,QB,PHI,999.00,113.79,89.22
Jalen Richard,2018,RB,OAK,999.00,51.43,88.60
Carlos Hyde,2018,RB,CLE,76.34,122.36,88.40
David Njoku,2018,TE,CLE,108.77,87.23,87.90
Jamaal Williams,2018,RB,GB,81.94,125.50,87.40
Kyle Rudolph,2018,TE,MIN,76.69,104.30,87.40
Royce Freeman,2018,RB,DEN,43.32,138.30,87.30
Anthony Miller,2018,WR,CHI,153.39,103.75,87.22
O.J. Howard,2018,TE,TB,149.59,92.28,86.50
Cincinnati,2018,DEF,CIN,999.00,0.00,86.00
Cole Beasley,2018,WR,DAL,999.00,61.88,85.20
Duke Johnson Jr.,2018,RB,CLE,999.00,93.24,85.00
Taylor Gabriel,2018,WR,CHI,999.00,76.93,84.90
Rob Gronkowski,2018,TE,NE,21.62,153.46,84.20
New York,2018,DEF,NYG,999.00,0.00,84.00
New York,2018,DEF,NYJ,999.00,0.00,84.00
Vance McDonald,2018,TE,PIT,999.00,101.66,83.00
Donte Moncrief,2018,WR,JAX,999.00,88.99,82.80
Terrance Williams,2018,WR,DAL,999.00,81.44,0.00
Carlos Henderson,2018,WR,DEN,999.00,81.33,0.00
Evan Engram,2018,TE,NYG,64.96,117.51,81.30
Atlanta,2018,DEF,ATL,999.00,0.00,81.00
Marvin Jones Jr.,2018,WR,DET,999.00,147.83,80.80
Samaje Perine,2018,RB,WAS,999.00,80.64,0.00
Christian Kirk,2018,WR,ARI,999.00,80.26,80.50
Ameer Abdullah,2018,RB,DET,999.00,79.19,0.00
Devin Funchess,2018,WR,CAR,102.77,141.75,78.90
Michael Crabtree,2018,WR,BAL,66.05,101.34,78.70
Dante Pettis,2018,WR,SF,999.00,45.45,76.50
LeGarrette Blount,2018,RB,DET,145.44,92.74,76.50
Jeremy Hill,2018,RB,NE,999.00,76.26,0.00
Jimmy Graham,2018,TE,GB,52.02,142.98,75.60
Cordarrelle Patterson,2018,WR,NE,999.00,51.73,75.50
Sammy Watkins,2018,WR,KC,94.46,117.85,75.10
Josh Adams,2018,RB,PHI,999.00,42.31,74.90
Will Fuller V,2018,WR,HOU,999.00,122.68,74.30
Mark Andrews,2018,TE,BAL,999.00,55.49,73.20
Marquez Valdes-Scantling,2018,WR,GB,999.00,29.31,73.00
Albert Wilson,2018,WR,MIA,999.00,87.54,72.78
Tre'Quan Smith,2018,WR,NO,999.00,50.54,72.70
Willie Snead IV,2018,WR,BAL,999.00,76.90,72.40
Chris Hogan,2018,WR,NE,65.14,127.98,71.20
Ito Smith,2018,RB,ATL,999.00,66.69,70.70
Danny Amendola,2018,WR,MIA,999.00,81.12,70.42
Tyler Kroft,2018,TE,CIN,999.00,69.83,0.00
Tampa Bay,2018,DEF,TB,999.00,0.00,68.00
Elijah McGuire,2018,RB,NYJ,999.00,43.74,66.90
Jordan Reed,2018,TE,WAS,96.08,86.19,65.80
Josh Doctson,2018,WR,WAS,149.10,125.73,65.20
Chris Ivory,2018,RB,BUF,999.00,70.08,65.00
Michael Gallup,2018,WR,DAL,141.45,83.33,64.70
Marquise Goodwin,2018,WR,SF,78.16,120.02,64.40
Chester Rogers,2018,WR,IND,999.00,56.86,64.10
Marshawn Lynch,2018,RB,OAK,70.03,162.26,64.00
John Ross,2018,WR,CIN,999.00,95.26,63.90
Jaylen Samuels,2018,RB,TE,PIT,999.00,68.41,63.50
Cameron Brate,2018,TE,TB,148.67,89.94,62.90
Jordan Lasley,2018,WR,BAL,999.00,62.47,0.00
C.J. Anderson,2018,RB,CAR,128.92,88.70,62.40
Seth Roberts,2018,WR,OAK,999.00,46.20,61.90
Rashaad Penny,2018,RB,SEA,103.20,162.90,61.40
Giovani Bernard,2018,RB,CIN,144.23,100.94,60.90
Kendall Wright,2018,WR,MIN,999.00,60.76,0.00
Alfred Morris ,2018,RB,SF,999.00,0.00,60.10
Chris Conley,2018,WR,KC,999.00,43.10,59.40
Corey Clement,2018,RB,PHI,124.30,86.03,59.10
Spencer Ware,2018,RB,KC,158.90,109.25,59.00
Javorius Allen,2018,RB,BAL,999.00,54.82,58.60
Jimmy Garoppolo,2018,QB,SF,82.90,336.66,58.02
Dallas Goedert,2018,TE,PHI,999.00,53.02,57.40
Quadree Henderson,2018,WR,PIT,999.00,55.52,0.00
Theo Riddick,2018,RB,DET,147.18,101.97,55.50
Jarius Wright,2018,WR,CAR,999.00,59.94,54.60
Jesse James,2018,TE,PIT,999.00,64.19,54.30
Jamison Crowder,2018,WR,WAS,117.90,114.71,53.80
Gerald Everett,2018,TE,LAR,999.00,46.91,53.60
Greg Olsen,2018,TE,CAR,64.54,119.80,53.10
San Francisco,2018,DEF,SF,999.00,0.00,52.00
Jakeem Grant,2018,WR,MIA,999.00,33.94,51.30
Keelan Cole,2018,WR,JAX,138.10,71.61,51.10
Vernon Davis,2018,TE,WAS,999.00,91.22,50.70
Jonathan Stewart,2018,RB,NYG,999.00,50.68,0.00
Chris Thompson,2018,RB,WAS,91.94,145.02,50.60
Taywan Taylor,2018,WR,TEN,999.00,81.91,50.60
Devontae Booker,2018,RB,DEN,131.94,88.79,49.80
Richard Rodgers,2018,TE,PHI,999.00,49.44,0.00
Bilal Powell,2018,RB,NYJ,133.04,141.56,49.30
C.J. Prosise,2018,RB,SEA,999.00,48.91,0.00
Quincy Enunwa,2018,WR,NYJ,999.00,79.78,48.90
Kenneth Dixon,2018,RB,BAL,999.00,72.18,48.40
Randall Cobb,2018,WR,GB,99.74,103.39,48.30
Mike Gillislee,2018,RB,NE,999.00,47.27,0.00
Jaron Brown,2018,WR,SEA,999.00,87.82,46.60
Ty Montgomery,2018,RB,GB,130.48,62.49,46.30
Darren Sproles,2018,RB,PHI,166.65,49.38,46.00
Mack Hollins,2018,WR,PHI,999.00,45.87,0.00
Tyrod Taylor,2018,QB,CLE,999.00,178.60,45.42
Ian Thomas,2018,TE,CAR,999.00,28.86,45.30
Jacquizz Rodgers,2018,RB,TB,999.00,49.33,45.00
Nick Vannett,2018,TE,SEA,999.00,47.84,44.90
Johnny Holton,2018,WR,OAK,999.00,44.11,0.00
Jordan Wilkins,2018,RB,IND,146.62,82.31,44.10
Kelvin Benjamin,2018,WR,BUF,129.13,111.66,44.00
Jonnu Smith,2018,TE,TEN,999.00,48.14,43.80
Jermaine Kearse,2018,WR,NYJ,999.00,80.68,43.10
Clive Walford,2018,TE,NYJ,999.00,42.97,0.00
J.D. McKissic,2018,RB,SEA,999.00,42.52,0.00
Geronimo Allison,2018,WR,GB,999.00,92.01,42.30
Reece Fountain,2018,WR,IND,999.00,42.19,0.00
Allen Hurns,2018,WR,DAL,134.59,99.81,41.50
Tyler Higbee,2018,TE,LAR,999.00,64.10,41.20
Oakland,2018,DEF,OAK,999.00,0.00,41.00
Ricky Seals-Jones,2018,TE,ARI,156.25,64.35,40.30
Jeff Heuerman,2018,TE,DEN,999.00,27.70,40.10
Ryan Grant,2018,WR,IND,999.00,83.06,39.40
Paul Richardson Jr.,2018,WR,WAS,999.00,95.96,39.10
Wayne Gallman,2018,RB,NYG,999.00,38.85,0.00
Stephen Anderson,2018,TE,HOU,999.00,38.80,0.00
Trevor Davis,2018,WR,GB,999.00,38.59,0.00
Jay Ajayi,2018,RB,PHI,49.12,162.66,38.40
Benny Cunningham,2018,RB,CHI,999.00,38.30,0.00
Terrelle Pryor Sr.,2018,WR,NYJ,999.00,108.23,37.10
DeVante Parker,2018,WR,MIA,142.93,137.38,36.90
DaeSean Hamilton,2018,WR,DEN,999.00,31.03,36.30
Laquon Treadwell,2018,WR,MIN,999.00,31.01,36.20
Kerwynn Williams,2018,RB,KC,999.00,35.79,0.00
Pharoh Cooper,2018,WR,LAR,999.00,35.74,0.00
Rex Burkhead,2018,RB,NE,80.70,102.73,35.70
Roger Lewis,2018,WR,NYG,999.00,35.50,0.00
Ted Ginn Jr.,2018,WR,NO,999.00,98.55,35.50
Sammie Coates,2018,WR,HOU,999.00,35.23,0.00
Rhett Ellison,2018,TE,NYG,999.00,30.87,35.20
Pierre Garcon,2018,WR,SF,86.22,123.94,34.60
Jack Doyle,2018,TE,IND,114.85,83.67,34.50
Demetrius Harris,2018,TE,KC,999.00,33.68,34.40
Malcolm Brown,2018,RB,LAR,999.00,40.86,34.40
Bo Scarbrough,2018,RB,DAL,999.00,33.82,0.00
Jeremy McNichols,2018,RB,SF,999.00,33.79,0.00
Equanimeous St. Brown,2018,WR,GB,999.00,37.07,33.30
Ed Dickson,2018,TE,SEA,999.00,62.48,33.20
Torrey Smith,2018,WR,CAR,999.00,69.17,33.00
De'Angelo Henderson,2018,RB,DEN,999.00,32.92,0.00
Thomas Rawls,2018,RB,NYJ,999.00,32.15,0.00
Tavon Austin,2018,WR,RB,DAL,999.00,62.15,31.50
TJ Jones,2018,WR,DET,999.00,30.17,31.00
Boston Scott,2018,RB,NO,999.00,29.85,0.00
Brian Quick,2018,WR,WAS,999.00,29.60,0.00
Trent Taylor,2018,WR,SF,999.00,71.93,29.50
Amara Darboh,2018,WR,SEA,999.00,28.84,0.00
J'Mon Moore,2018,WR,GB,999.00,28.79,0.00
Kalen Ballage,2018,RB,MIA,999.00,62.04,28.70
Travis Benjamin,2018,WR,LAC,999.00,70.05,28.70
Bruce Ellington,2018,WR,HOU,999.00,61.20,28.60
Allen Lazard,2018,WR,JAX,999.00,28.58,0.00
Korey Robertson,2018,WR,MIN,999.00,28.46,0.00
Dwayne Allen,2018,TE,NE,999.00,28.17,0.00
James Washington,2018,WR,PIT,999.00,90.99,27.70
Virgil Green,2018,TE,LAC,999.00,36.07,27.00
Martavis Bryant,2018,WR,OAK,157.94,116.91,26.90
Bennie Fowler,2018,WR,CHI,999.00,29.51,25.90
Justin Hardy,2018,WR,ATL,999.00,63.22,25.30
Rod Smith,2018,RB,DAL,999.00,37.38,24.70
Josh Hill,2018,TE,NO,999.00,27.36,24.50
Tyler Eifert,2018,TE,CIN,131.35,61.44,23.90
Richie James Jr.,2018,WR,SF,999.00,30.45,23.00
Josh McCown,2018,QB,NYJ,999.00,119.54,22.76
Jordan Akins,2018,TE,HOU,999.00,46.29,22.50
Hayden Hurst,2018,TE,BAL,999.00,59.92,22.30
Nick Boyle,2018,TE,BAL,999.00,28.67,21.30
Garrett Celek,2018,TE,SF,999.00,67.46,21.00
Mike Gesicki,2018,TE,MIA,158.36,60.75,18.20
Sam Bradford,2018,QB,ARI,999.00,116.77,16.70
Charles Clay,2018,TE,BUF,163.60,73.14,16.40
Deonte Thompson,2018,WR,DAL,999.00,30.42,16.10
Cameron Meredith,2018,WR,NO,153.69,111.63,15.40
D.J. Chark Jr.,2018,WR,JAX,999.00,69.35,15.40
Austin Seferian-Jenkins,2018,TE,JAX,151.71,87.37,15.00
Nick O'Leary,2018,TE,BUF,999.00,29.74,14.60
Ronald Jones II,2018,RB,TB,999.00,190.22,13.70
Seth DeValve,2018,TE,CLE,999.00,65.14,13.40
Adam Shaheen,2018,TE,CHI,999.00,38.42,12.80
Brice Butler,2018,WR,ARI,999.00,69.80,12.00
A.J. Derby,2018,TE,MIA,999.00,46.42,10.80
Corey Grant,2018,RB,JAX,999.00,39.15,10.70
DeAndre Washington,2018,RB,OAK,999.00,49.07,10.40
John Kelly,2018,RB,LAR,999.00,47.48,10.10
Kevin White,2018,WR,CHI,999.00,79.74,9.20
Devonta Freeman,2018,RB,ATL,16.78,184.32,9.10
D'Onta Foreman,2018,RB,HOU,158.24,128.30,8.70
Luke Willson,2018,TE,DET,999.00,79.40,8.70
Corey Coleman,2018,WR,BUF,999.00,121.91,7.60
Jermaine Gresham,2018,TE,ARI,999.00,34.72,7.40
J.J. Nelson,2018,WR,ARI,999.00,75.34,6.40
Delanie Walker,2018,TE,TEN,80.71,110.16,5.20
Adam Vinatieri,2018,K,IND,161.67,0.00,0.00
Chris Boswell,2018,K,PIT,146.84,0.00,0.00
Chris Warren,2018,RB,OAK,999.00,0.00,0.00
Dan Bailey,2018,K,DAL,162.90,0.00,0.00
Daniel Carlson,2018,K,MIN,167.00,0.00,0.00
Dez Bryant,2018,WR,ARI,999.00,0.00,0.00
Greg Zuerlein,2018,K,LAR,115.28,0.00,0.00
Harrison Butker,2018,K,KC,137.26,0.00,0.00
Jake Elliott,2018,K,PHI,147.65,0.00,0.00
Justin Tucker,2018,K,BAL,132.89,0.00,0.00
Ka'imi Fairbairn,2018,K,HOU,999.00,0.00,0.00
Matt Bryant,2018,K,ATL,148.06,0.00,0.00
Matt Prater,2018,K,DET,163.49,0.00,0.00
Robbie Gould,2018,K,SF,140.15,0.00,0.00
Ryan Succop,2018,K,TEN,999.00,0.00,0.00
Stephen Gostkowski,2018,K,NE,106.47,0.00,0.00
Wil Lutz,2018,K,NO,150.45,0.00,0.00
