Name,Year,Position,Team,ADP,ProjectedPoints,ActualPoints
Todd Gurley,2017,RB,LAR,21.04,180.69,0.00
Ezekiel Elliott,2017,RB,DAL,21.41,168.08,177.20
Jordan Howard,2017,RB,CHI,14.80,195.14,176.70
Carlos Hyde,2017,RB,SF,48.02,169.60,174.80
Dion Lewis,2017,RB,NE,157.49,77.88,171.00
Tyreek Hill,2017,WR,KC,60.48,136.82,170.20
Terrelle Pryor,2017,WR,WAS,37.36,167.88,0.00
Paul Perkins,2017,RB,NYG,85.91,167.72,0.00
Devonta Freeman,2017,RB,ATL,8.24,199.02,164.20
Julio Jones,2017,WR,ATL,4.75,209.94,163.90
Aaron Rodgers,2017,QB,GB,9.45,432.45,161.60
Rob Gronkowski,2017,TE,NE,20.38,170.50,158.40
Lamar Miller,2017,RB,HOU,32.65,157.32,157.50
Spencer Ware,2017,RB,KC,78.66,156.98,0.00
Brandin Cooks,2017,WR,NE,29.03,172.49,156.20
Michael Thomas,2017,WR,NO,18.60,177.03,154.50
Larry Fitzgerald,2017,WR,ARI,61.02,120.30,152.44
Eddie Lacy,2017,RB,SEA,108.83,152.15,0.00
A.J. Green,2017,WR,CIN,15.05,190.50,151.80
Travis Kelce,2017,TE,KC,39.83,132.78,150.50
Allen Robinson,2017,WR,JAX,63.01,150.29,0.00
Adam Thielen,2017,WR,MIN,131.40,126.36,148.70
Christian McCaffrey,2017,RB,CAR,21.26,160.26,148.60
Davante Adams,2017,WR,GB,39.66,150.03,148.50
Doug Baldwin,2017,WR,SEA,26.92,184.96,148.30
Jarvis Landry,2017,WR,MIA,63.33,136.58,148.00
C.J. Anderson,2017,RB,DEN,57.03,141.30,147.10
Frank Gore,2017,RB,IND,92.52,105.24,144.60
Julian Edelman,2017,WR,NE,72.63,144.55,0.00
Marshawn Lynch,2017,RB,OAK,37.80,162.36,144.20
Latavius Murray,2017,RB,MIN,135.57,116.10,142.50
Tevin Coleman,2017,RB,ATL,50.81,150.14,140.70
Alshon Jeffery,2017,WR,PHI,46.86,162.38,138.90
Robby Anderson,2017,WR,NYJ,153.45,84.71,137.00
Tavon Austin,2017,WR,LAR,163.66,136.75,0.00
Willie Snead,2017,WR,NO,77.79,136.58,0.00
Stefon Diggs,2017,WR,MIN,61.87,134.22,134.20
Golden Tate,2017,WR,DET,61.76,148.43,132.50
Mike Evans,2017,WR,TB,12.17,186.45,132.10
Martellus Bennett,2017,TE,GB,78.40,129.86,0.00
Zach Ertz,2017,TE,PHI,80.57,102.22,128.40
Breshad Perriman,2017,WR,BAL,169.43,125.80,0.00
Duke Johnson,2017,RB,CLE,119.34,124.25,0.00
Derrick Henry,2017,RB,TEN,100.93,115.28,124.00
Hunter Henry,2017,TE,LAC,109.09,123.36,0.00
Cameron Meredith,2017,WR,CHI,112.52,123.26,0.00
Marvin Jones,2017,WR,DET,137.09,123.21,0.00
Demaryius Thomas,2017,WR,DEN,48.48,168.82,122.90
Bilal Powell,2017,RB,NYJ,64.06,152.52,122.20
Marqise Lee,2017,WR,JAX,168.86,118.85,0.00
T.Y. Hilton,2017,WR,IND,34.81,175.32,118.60
Jamaal Williams,2017,RB,GB,119.42,95.84,117.80
Dez Bryant,2017,WR,DAL,23.70,194.98,117.40
Kenny Stills,2017,WR,MIA,164.49,119.34,116.70
Isaiah Crowell,2017,RB,CLE,33.48,159.45,115.50
Cooper Kupp,2017,WR,LAR,999.00,0.00,114.90
Chris Thompson,2017,RB,WAS,155.04,101.52,114.40
Jimmy Graham,2017,TE,SEA,57.74,165.62,114.00
Michael Crabtree,2017,WR,OAK,50.11,147.23,113.80
Jordan Matthews,2017,WR,PHI,137.49,111.87,0.00
Joe Mixon,2017,RB,CIN,46.60,139.62,111.30
Jay Ajayi,2017,RB,MIA,15.12,208.99,111.10
Amari Cooper,2017,WR,OAK,25.89,184.59,110.40
Evan Engram,2017,TE,NYG,152.40,82.51,109.60
Jonathan Stewart,2017,RB,CAR,115.26,97.41,109.20
Giovani Bernard,2017,RB,CIN,158.76,95.47,108.70
Curtis Samuel,2017,WR,CAR,157.90,108.18,0.00
Matt Forte,2017,RB,NYJ,129.78,107.30,0.00
Robert Woods,2017,WR,LAR,162.14,112.21,107.30
Sammy Watkins,2017,WR,BUF,86.87,128.86,107.30
Ted Ginn Jr.,2017,WR,NO,999.00,123.83,106.60
Kevin White,2017,WR,CHI,148.30,105.50,0.00
Shane Vereen,2017,RB,NYG,168.09,105.38,0.00
Will Fuller,2017,WR,HOU,999.00,105.14,0.00
Rishard Matthews,2017,WR,TEN,132.99,138.72,103.20
Jeremy Hill,2017,RB,CIN,135.62,102.23,0.00
Kyle Rudolph,2017,TE,MIN,75.68,116.45,101.20
Theo Riddick,2017,RB,DET,117.18,105.96,101.00
Delanie Walker,2017,TE,TEN,91.28,113.96,100.50
Darren Sproles,2017,RB,PHI,117.78,100.06,0.00
Rex Burkhead,2017,RB,NE,146.97,86.29,99.80
LeGarrette Blount,2017,RB,PHI,91.28,133.04,99.60
Ameer Abdullah,2017,RB,DET,63.82,116.39,99.40
Mike Wallace,2017,WR,BAL,108.25,133.15,99.20
C.J. Prosise,2017,RB,SEA,139.71,98.86,0.00
Zay Jones,2017,WR,BUF,145.80,98.29,0.00
Cameron Brate,2017,TE,TB,151.58,83.53,95.10
Tyrell Williams,2017,WR,LAC,120.86,143.62,94.80
Darren McFadden,2017,RB,DAL,92.88,94.60,0.00
Jamison Crowder,2017,WR,WAS,76.64,130.62,94.30
Randall Cobb,2017,WR,GB,83.93,121.38,93.40
Jamaal Charles,2017,RB,DEN,134.25,92.10,0.00
Jack Doyle,2017,TE,IND,135.72,98.71,89.00
DeSean Jackson,2017,WR,TB,103.70,156.63,88.60
Kelvin Benjamin,2017,WR,CAR,51.01,150.48,87.20
Samaje Perine,2017,RB,WAS,999.00,0.00,86.50
Samaje Perine,2017,RB,WAS,132.02,125.21,86.50
Sterling Shepard,2017,WR,NYG,135.59,110.49,85.50
Josh Doctson,2017,WR,WAS,160.53,109.90,84.80
Jordy Nelson,2017,WR,GB,13.12,195.53,84.20
Jason Witten,2017,TE,DAL,131.26,74.20,84.00
Martavis Bryant,2017,WR,PIT,65.60,167.02,82.50
Marlon Mack,2017,RB,IND,152.13,0.00,82.30
Jonathan Williams,2017,RB,BUF,157.73,81.23,0.00
Thomas Rawls,2017,RB,SEA,99.62,79.82,0.00
Eric Ebron,2017,TE,DET,115.67,85.81,79.40
Tyler Lockett,2017,WR,SEA,151.41,136.97,79.30
Jared Cook,2017,TE,OAK,136.47,78.73,78.80
James White,2017,RB,NE,107.20,97.49,78.00
Chris Hogan,2017,WR,NE,92.24,0.00,75.60
O.J. Howard,2017,TE,TB,142.38,93.53,75.20
DeVante Parker,2017,WR,MIA,88.69,140.51,73.00
Wayne Gallman,2017,RB,NYG,999.00,0.00,70.90
Austin Hooper,2017,TE,ATL,143.64,70.69,70.60
Danny Woodhead,2017,RB,BAL,84.75,69.51,0.00
Ty Montgomery,2017,RB,GB,45.54,146.74,68.60
Adrian Peterson,2017,RB,NO,90.13,137.96,67.90
Charles Clay,2017,TE,BUF,166.66,77.00,67.80
Mike Gillislee,2017,RB,NE,71.69,150.08,67.80
Emmanuel Sanders,2017,WR,DEN,78.09,138.03,67.50
Doug Martin,2017,RB,TB,78.36,118.69,67.00
Kenny Golladay,2017,WR,DET,999.00,0.00,66.60
J.J. Nelson,2017,WR,ARI,152.33,106.34,64.50
David Njoku,2017,TE,CLE,154.88,78.77,62.70
Eric Decker,2017,WR,TEN,109.43,117.37,62.30
Jeremy Maclin,2017,WR,BAL,106.54,98.83,62.00
Allen Hurns,2017,WR,JAX,168.29,103.48,60.40
Julius Thomas,2017,TE,MIA,153.14,104.55,56.80
Cole Beasley,2017,WR,DAL,132.40,96.53,55.40
Jesse James,2017,TE,PIT,163.90,80.81,55.20
Dalvin Cook,2017,RB,MIN,32.07,139.64,54.40
Donte Moncrief,2017,WR,IND,123.34,144.25,51.10
Pierre Garcon,2017,WR,SF,101.33,116.51,50.00
Antonio Gates,2017,TE,LAC,160.80,72.31,49.60
John Brown,2017,WR,ARI,131.78,138.68,48.90
Taylor Gabriel,2017,WR,ATL,137.17,134.85,48.70
Corey Coleman,2017,WR,CLE,121.17,116.22,42.50
Coby Fleener,2017,TE,NO,138.37,92.82,41.50
Josh Gordon,2017,WR,CLE,999.00,0.00,39.50
Rob Kelley,2017,RB,WAS,85.48,117.57,39.20
Kenny Britt,2017,WR,CLE,125.59,130.03,37.60
Zach Miller,2017,TE,CHI,169.74,67.50,35.60
Corey Davis,2017,WR,TEN,129.98,108.75,35.50
Jordan Reed,2017,TE,WAS,56.68,149.74,33.10
Terrance West,2017,RB,BAL,85.74,111.14,26.10
Greg Olsen,2017,TE,CAR,50.38,141.43,25.10
Vance McDonald,2017,TE,PIT,999.00,0.00,24.80
Brandon Marshall,2017,WR,NYG,81.07,121.59,15.40
Dwayne Allen,2017,TE,NE,172.53,95.44,14.60
C.J. Fiedorowicz,2017,TE,HOU,171.75,84.36,12.70
David Johnson,2017,RB,ARI,1.21,258.53,7.00
Tyler Eifert,2017,TE,CIN,87.73,110.09,4.60
Adam Vinatieri,2017,K,IND,157.27,0.00,0.00
Arizona,2017,DEF,ARI,999.00,0.00,0.00
Atlanta,2017,DEF,ATL,999.00,0.00,0.00
Baltimore,2017,DEF,BAL,999.00,0.00,0.00
Brian Hill,2017,RB,ATL,999.00,0.00,0.00
Buffalo,2017,DEF,BUF,999.00,0.00,0.00
Cairo Santos,2017,K,KC,168.74,0.00,0.00
Carolina,2017,DEF,CAR,999.00,0.00,0.00
Dan Bailey,2017,K,DAL,143.04,0.00,0.00
De'Angelo Henderson,2017,RB,DEN,999.00,0.00,0.00
Denver,2017,DEF,DEN,999.00,0.00,0.00
Houston,2017,DEF,HOU,999.00,0.00,0.00
Jacksonville,2017,DEF,JAX,999.00,0.00,0.00
Jacquizz Rodgers,2017,RB,TB,128.98,0.00,0.00
James Connor,2017,RB,PIT,999.00,0.00,0.00
Joe Williams,2017,RB,SF,999.00,0.00,0.00
Justin Tucker,2017,K,BAL,126.16,0.00,0.00
Kansas City,2017,DEF,KC,999.00,0.00,0.00
Los Angeles,2017,DEF,LAR,999.00,0.00,0.00
Mason Crosby,2017,K,GB,130.26,0.00,0.00
Matt Bryant,2017,K,ATL,116.18,0.00,0.00
Matt Prater,2017,K,DET,164.38,0.00,0.00
Minnesota,2017,DEF,MIN,999.00,0.00,0.00
New England,2017,DEF,NE,999.00,0.00,0.00
New York,2017,DEF,NYG,999.00,0.00,0.00
Philip Dorsett,2017,WR,NE,999.00,0.00,0.00
Quincy Enunwa,2017,WR,NYJ,153.34,0.00,0.00
Ryan Tannehill,2017,QB,MIA,148.88,0.00,0.00
Seattle,2017,DEF,SEA,999.00,0.00,0.00
Sebastian Janikowski,2017,K,OAK,143.97,0.00,0.00
Stephen Gostkowski,2017,K,NE,101.83,0.00,0.00
Steven Hauschka,2017,K,BUF,999.00,0.00,0.00
Wendell Smallwood,2017,RB,PHI,158.43,0.00,0.00
John Ross,2017,WR,CIN,159.20,99.67,-0.80
