Name,Year,Position,Team,ADP,ProjectedPoints,ActualPoints
Los Angeles,2019,DEF,LAC,999.00,112.25,0.00
Los Angeles,2019,DEF,LAR,999.00,112.25,0.00
Donte Moncrief,2019,WR,PIT,126.00,111.87,0.00
James Conner,2019,RB,PIT,6.00,236.05,111.50
Damien Williams,2019,RB,KC,24.00,206.69,111.10
Philadelphia,2019,DEF,PHI,999.00,110.36,0.00
Robby Anderson,2019,WR,NYJ,83.00,145.12,110.30
Chris Conley,2019,WR,JAX,999.00,53.53,109.50
Minnesota,2019,DEF,MIN,999.00,109.50,0.00
New Orleans,2019,DEF,NO,999.00,109.41,0.00
Indianapolis,2019,DEF,IND,999.00,107.93,0.00
John Ross,2019,WR,CIN,999.00,107.43,0.00
Jamaal Williams,2019,RB,GB,213.00,84.51,107.30
David Johnson,2019,RB,ARI,9.00,224.94,105.50
Seattle,2019,DEF,SEA,999.00,104.50,0.00
Kansas City,2019,DEF,KC,999.00,104.27,0.00
Houston,2019,DEF,HOU,999.00,103.72,0.00
Golden Tate,2019,WR,NYG,168.00,91.77,103.20
Pittsburgh,2019,DEF,PIT,999.00,102.82,0.00
Larry Fitzgerald,2019,WR,ARI,107.00,97.27,102.40
Breshad Perriman,2019,WR,TB,999.00,51.46,102.10
Robert Foster,2019,WR,BUF,999.00,102.00,0.00
Jordan Howard,2019,RB,PHI,109.00,188.36,101.40
Tyrell Williams,2019,WR,OAK,154.00,116.66,101.10
Jacksonville,2019,DEF,JAX,999.00,100.88,0.00
Peyton Barber,2019,RB,TB,96.00,125.00,100.50
Marquise Brown,2019,WR,BAL,196.00,133.11,100.40
Christian Kirk,2019,WR,ARI,90.00,121.52,100.20
Randall Cobb,2019,WR,DAL,224.00,67.28,99.90
C.J. Anderson,2019,RB,DET,198.00,99.76,0.00
Dallas,2019,DEF,DAL,999.00,99.61,0.00
Marqise Lee,2019,WR,JAX,140.00,99.42,0.00
Royce Freeman,2019,RB,DEN,122.00,101.25,99.20
Marcus Mariota,2019,QB,TEN,999.00,296.39,99.02
Quincy Enunwa,2019,WR,NYJ,999.00,97.68,0.00
Duke Johnson Jr.,2019,RB,HOU,999.00,97.05,0.00
Joe Flacco,2019,QB,DEN,999.00,245.37,96.88
Denver,2019,DEF,DEN,999.00,96.73,0.00
Trey Burton,2019,TE,CHI,173.00,95.97,0.00
Green Bay,2019,DEF,GB,999.00,95.72,0.00
Hunter Henry,2019,TE,LAC,68.00,130.09,95.20
Zach Pascal,2019,WR,IND,999.00,31.59,94.30
Mecole Hardman,2019,WR,KC,191.00,68.30,93.50
Atlanta,2019,DEF,ATL,999.00,93.17,0.00
Buffalo,2019,DEF,BUF,999.00,92.40,0.00
Phillip Dorsett,2019,WR,NE,999.00,91.72,0.00
San Francisco,2019,DEF,SF,999.00,91.62,0.00
Tyler Higbee,2019,TE,LAR,999.00,41.18,91.40
Jordan Reed,2019,TE,WAS,120.00,91.01,0.00
Dede Westbrook,2019,WR,JAX,80.00,130.46,90.70
LeSean McCoy,2019,RB,BUF,118.00,117.01,90.60
James Washington,2019,WR,PIT,129.00,76.90,89.50
Detroit,2019,DEF,DET,999.00,89.39,0.00
Tennessee,2019,DEF,TEN,999.00,88.91,0.00
Arizona,2019,DEF,ARI,999.00,86.72,0.00
Dallas Goedert,2019,TE,PHI,212.00,77.64,86.70
Sammy Watkins,2019,WR,KC,97.00,132.21,86.50
New York,2019,DEF,NYG,999.00,86.35,0.00
New York,2019,DEF,NYJ,999.00,86.35,0.00
Carolina,2019,DEF,CAR,999.00,86.33,0.00
DeAndre Washington,2019,RB,OAK,999.00,35.14,85.90
Gus Edwards,2019,RB,BAL,999.00,80.88,85.60
Mike Gesicki,2019,TE,MIA,999.00,57.18,85.00
Will Fuller V,2019,WR,HOU,999.00,105.87,85.00
Tarik Cohen,2019,RB,CHI,76.00,160.41,84.90
Sterling Shepard,2019,WR,NYG,93.00,141.16,84.80
Washington,2019,DEF,WAS,999.00,84.51,0.00
Hunter Renfrow,2019,WR,OAK,999.00,0.00,84.50
Adam Thielen,2019,WR,MIN,26.00,181.54,84.40
Matt Breida,2019,RB,SF,110.00,79.31,84.30
Taysom Hill,2019,QB,NO,999.00,40.24,83.20
D'Onta Foreman,2019,RB,IND,136.00,82.27,0.00
Equanimeous St. Brown,2019,WR,GB,999.00,82.00,0.00
Frank Gore,2019,RB,BUF,999.00,41.96,81.90
Danny Amendola,2019,WR,DET,999.00,65.15,80.56
Kenny Stills,2019,WR,MIA,197.00,103.87,80.10
T.Y. Hilton,2019,WR,IND,46.00,175.43,80.10
Cincinnati,2019,DEF,CIN,999.00,79.34,0.00
Alshon Jeffery,2019,WR,PHI,67.00,142.25,79.20
Josh Doctson,2019,WR,WAS,999.00,79.02,0.00
Tampa Bay,2019,DEF,TB,999.00,77.67,0.00
Jason Witten,2019,TE,DAL,202.00,54.04,76.90
Anthony Miller,2019,WR,CHI,170.00,106.68,75.50
Brandin Cooks,2019,WR,LAR,40.00,162.30,75.50
Chris Herndon,2019,TE,NYJ,201.00,75.23,0.00
Antonio Callaway,2019,WR,CLE,192.00,75.00,0.00
Kerryon Johnson,2019,RB,DET,23.00,193.29,75.00
Kyle Rudolph,2019,TE,MIN,152.00,98.58,74.70
Tony Pollard,2019,RB,DAL,116.00,0.00,74.20
Rex Burkhead,2019,RB,NE,999.00,100.40,74.10
Nyheim Hines,2019,RB,IND,192.00,138.80,73.90
Miami,2019,DEF,MIA,999.00,73.50,0.00
Corey Davis,2019,WR,TEN,115.00,148.01,72.10
Greg Olsen,2019,TE,CAR,172.00,93.65,71.70
Jordan Matthews,2019,WR,SF,999.00,71.35,0.00
JuJu Smith-Schuster,2019,WR,PIT,16.00,202.76,71.20
Noah Fant,2019,TE,DEN,188.00,68.38,71.00
Chase Edmonds,2019,RB,ARI,999.00,23.34,70.80
Jonnu Smith,2019,TE,TEN,999.00,40.91,69.70
Kevin White,2019,WR,ARI,999.00,69.54,0.00
Demarcus Robinson,2019,WR,KC,999.00,64.04,68.90
Jack Doyle,2019,TE,IND,210.00,91.36,68.80
Kendrick Bourne,2019,WR,SF,999.00,45.68,67.80
Rashaad Penny,2019,RB,SEA,100.00,157.53,67.30
Oakland,2019,DEF,OAK,999.00,66.99,0.00
Evan Engram,2019,TE,NYG,57.00,116.71,65.40
Mohamed Sanu,2019,WR,ATL,141.00,117.49,65.10
Kareem Hunt,2019,RB,CLE,134.00,69.63,64.40
Willie Snead IV,2019,WR,BAL,999.00,70.95,64.10
Ryan Griffin,2019,TE,NYJ,999.00,45.28,64.00
Tyler Eifert,2019,TE,CIN,999.00,58.27,63.60
Kenneth Dixon,2019,RB,BAL,999.00,63.22,0.00
Jimmy Graham,2019,TE,GB,166.00,93.33,62.70
Taylor Gabriel,2019,WR,CHI,999.00,82.43,61.30
Preston Williams,2019,WR,MIA,999.00,0.00,58.80
Alexander Mattison,2019,RB,MIN,171.00,3.15,58.40
Marquez Valdes-Scantling,2019,WR,GB,123.00,100.55,58.10
Theo Riddick,2019,RB,DEN,999.00,57.49,0.00
D.J. Chark Jr.,2019,WR,JAX,999.00,57.46,0.00
Jaylen Samuels,2019,RB,PIT,142.00,117.95,57.40
Brian Hill,2019,RB,ATL,999.00,0.00,57.20
Malcolm Brown,2019,RB,LAR,223.00,75.94,57.10
Adam Shaheen,2019,TE,CHI,999.00,56.99,0.00
Tajae Sharpe,2019,WR,TEN,999.00,28.90,56.90
Ted Ginn Jr.,2019,WR,NO,999.00,83.59,55.90
Eric Ebron,2019,TE,IND,95.00,85.51,55.50
Cameron Brate,2019,TE,TB,208.00,63.52,55.10
Nelson Agholor,2019,WR,PHI,207.00,107.41,55.00
Keelan Cole,2019,WR,JAX,999.00,62.04,54.70
Blake Jarwin,2019,TE,DAL,999.00,69.62,54.50
Vernon Davis,2019,TE,WAS,999.00,53.88,0.00
Jordan Akins,2019,TE,HOU,999.00,47.86,53.80
Tre'Quan Smith,2019,WR,NO,999.00,107.10,53.40
Alex Erickson,2019,WR,CIN,999.00,24.63,53.24
Ryan Switzer,2019,WR,PIT,999.00,52.97,0.00
Jacob Hollister,2019,TE,SEA,999.00,11.11,52.90
Darrel Williams,2019,RB,KC,999.00,7.23,52.80
Gerald Everett,2019,TE,LAR,999.00,60.73,52.80
Corey Clement,2019,RB,PHI,999.00,51.81,0.00
Allen Hurns,2019,WR,MIA,999.00,38.29,51.60
Chris Thompson,2019,RB,WAS,144.00,70.55,51.60
Devontae Booker,2019,RB,DEN,999.00,51.50,0.00
Will Dissly,2019,TE,SEA,999.00,73.55,50.90
Derrius Guice,2019,RB,WAS,84.00,138.95,50.40
Chris Moore,2019,WR,BAL,999.00,50.25,0.00
O.J. Howard,2019,TE,TB,54.00,127.64,49.90
J.D. McKissic,2019,RB,SEA,999.00,54.14,49.80
Chris Hogan,2019,WR,CAR,999.00,49.74,0.00
Adam Humphries,2019,WR,TEN,999.00,97.54,49.50
Demaryius Thomas,2019,WR,NE,999.00,101.00,49.30
T.J. Hockenson,2019,TE,DET,133.00,65.02,48.70
Trent Taylor,2019,WR,SF,999.00,48.33,0.00
Eli Rogers,2019,WR,PIT,999.00,48.20,0.00
Jordan Wilkins,2019,RB,IND,999.00,75.07,47.00
Ryan Grant,2019,WR,OAK,999.00,46.94,0.00
Hayden Hurst,2019,TE,BAL,999.00,61.92,46.90
Jalen Richard,2019,RB,OAK,169.00,105.38,46.80
Josh Gordon,2019,WR,NE,77.00,88.84,46.70
Chad Williams,2019,WR,ARI,999.00,46.67,0.00
Albert Wilson,2019,WR,MIA,211.00,88.59,46.40
Vance McDonald,2019,TE,PIT,91.00,120.08,45.50
Taywan Taylor,2019,WR,TEN,999.00,45.36,0.00
Ricky Seals-Jones,2019,TE,ARI,999.00,39.20,44.90
Torrey Smith,2019,WR,CAR,999.00,44.29,0.00
Nick Boyle,2019,TE,BAL,999.00,20.70,44.10
Jeff Wilson Jr.,2019,RB,SF,999.00,7.05,43.90
Nick Foles,2019,QB,JAX,184.00,287.20,43.74
Geoff Swaim,2019,TE,JAX,999.00,43.20,0.00
Irv Smith Jr.,2019,TE,MIN,999.00,1.39,43.10
David Moore,2019,WR,SEA,999.00,75.75,42.60
Cody Latimer,2019,WR,NYG,999.00,26.35,42.00
Justice Hill,2019,RB,BAL,174.00,3.32,41.50
Geronimo Allison,2019,WR,GB,139.00,55.06,41.40
Dion Lewis,2019,RB,TEN,111.00,124.89,41.30
Josh Reynolds,2019,WR,LAR,999.00,64.95,40.90
Josh Hill,2019,TE,NO,999.00,34.37,40.60
Alfred Blue,2019,RB,JAX,999.00,39.94,0.00
Damiere Byrd,2019,WR,ARI,999.00,0.00,39.90
Travis Benjamin,2019,WR,LAC,999.00,39.69,0.00
Seth Roberts,2019,WR,BAL,999.00,52.43,39.10
Giovani Bernard,2019,RB,CIN,219.00,69.95,38.40
Kalen Ballage,2019,RB,MIA,130.00,81.01,37.80
Miles Boykin,2019,WR,BAL,999.00,2.06,37.80
Jordan Thomas,2019,TE,HOU,999.00,37.38,0.00
Wayne Gallman Jr.,2019,RB,NYG,999.00,33.56,37.20
Garrett Celek,2019,TE,SF,999.00,36.64,0.00
Paul Richardson Jr.,2019,WR,WAS,999.00,87.41,36.50
C.J. Uzomah,2019,TE,CIN,999.00,79.66,36.20
Jakobi Meyers,2019,WR,NE,999.00,0.00,35.90
DaeSean Hamilton,2019,WR,DEN,204.00,51.43,35.70
Demetrius Harris,2019,TE,CLE,999.00,27.93,34.90
Tavon Austin,2019,WR,DAL,999.00,26.25,34.40
Delanie Walker,2019,TE,TEN,98.00,113.75,33.50
Marvin Hall,2019,WR,CHI,999.00,9.29,32.80
Braxton Miller,2019,WR,PHI,999.00,32.42,0.00
Jaron Brown,2019,WR,SEA,999.00,17.63,32.00
Keith Kirkwood,2019,WR,NO,999.00,31.58,0.00
Maurice Harris,2019,WR,NE,999.00,31.29,0.00
Keke Coutee,2019,WR,HOU,167.00,104.42,30.80
Kyle Juszczyk,2019,RB,SF,999.00,27.19,30.60
Charles Clay,2019,TE,ARI,999.00,52.61,29.70
Chester Rogers,2019,WR,IND,999.00,37.10,29.70
Dalton Schultz,2019,TE,DAL,999.00,29.12,0.00
Jarius Wright,2019,WR,CAR,999.00,44.60,28.90
DeSean Jackson,2019,WR,PHI,131.00,115.52,27.90
Jake Kumerow,2019,WR,GB,999.00,20.97,27.90
Scotty Miller,2019,WR,TB,999.00,0.64,27.60
N'Keal Harry,2019,WR,NE,179.00,104.16,27.40
Trenton Cannon,2019,RB,NYJ,999.00,27.35,0.00
James O'Shaughnessy,2019,TE,JAX,999.00,27.05,27.30
Jakeem Grant,2019,WR,MIA,999.00,74.47,26.90
Andy Isabella,2019,WR,ARI,187.00,4.76,26.40
Anthony Firkser,2019,TE,TEN,999.00,31.48,26.40
John Kelly,2019,RB,LAR,999.00,26.10,0.00
Marquise Goodwin,2019,WR,SF,180.00,104.20,26.10
Zach Zenner,2019,RB,DET,999.00,26.02,0.00
Trey Quinn,2019,WR,WAS,999.00,4.36,25.80
Ito Smith,2019,RB,ATL,190.00,86.28,25.30
Dan Arnold,2019,TE,NO,999.00,32.85,24.70
Cordarrelle Patterson,2019,WR,CHI,999.00,60.60,24.60
Laquon Treadwell,2019,WR,MIN,999.00,25.03,24.40
Ameer Abdullah,2019,RB,MIN,999.00,1.05,24.30
Dante Pettis,2019,WR,SF,119.00,112.44,23.54
Richard Rodgers,2019,TE,PHI,999.00,23.44,0.00
Darwin Thompson,2019,RB,KC,108.00,1.96,23.10
Rhett Ellison,2019,TE,NYG,999.00,27.96,22.70
Justin Jackson,2019,RB,LAC,151.00,36.56,22.20
Elijah McGuire,2019,RB,NYJ,999.00,22.02,0.00
Zay Jones,2019,WR,BUF,209.00,78.07,21.90
Tim Patrick,2019,WR,DEN,999.00,43.52,21.80
Richie James Jr.,2019,WR,SF,999.00,72.37,20.40
Parris Campbell,2019,WR,IND,159.00,3.02,20.10
Josh Adams,2019,RB,PHI,999.00,20.00,0.00
Josh Rosen,2019,QB,MIA,999.00,126.08,19.98
Ian Thomas,2019,TE,CAR,999.00,47.76,19.60
Justin Hardy,2019,WR,ATL,999.00,15.55,19.50
Ty Montgomery,2019,RB,NYJ,211.00,2.37,19.30
Matt LaCosse,2019,TE,NE,999.00,76.04,19.10
Mo Alie-Cox,2019,TE,IND,999.00,18.44,0.00
Dontrelle Inman,2019,WR,NE,999.00,1.71,18.10
Jeff Heuerman,2019,TE,DEN,999.00,58.04,17.40
T.J. Yeldon,2019,RB,BUF,222.00,53.82,16.70
Cam Newton,2019,QB,CAR,86.00,376.72,16.68
Nick Vannett,2019,TE,SEA,999.00,32.29,16.60
Dwayne Washington,2019,RB,NO,999.00,15.25,0.00
Wendell Smallwood,2019,RB,PHI,999.00,60.72,14.50
DeAndre Carter,2019,WR,HOU,999.00,22.78,14.20
Jesse James,2019,TE,DET,999.00,62.57,14.20
Virgil Green,2019,TE,LAC,999.00,31.56,13.80
Tyler Kroft,2019,TE,BUF,999.00,2.09,13.10
Ben Roethlisberger,2019,QB,PIT,69.00,367.00,12.74
Andre Roberts,2019,WR,BUF,999.00,12.58,0.00
Antonio Brown,2019,WR,OAK,25.00,179.54,12.10
Rashard Higgins,2019,WR,CLE,999.00,38.63,11.50
Darius Jennings,2019,WR,TEN,999.00,8.86,0.00
James Develin,2019,RB,NE,999.00,8.15,0.00
Detrez Newsome,2019,RB,LAC,999.00,7.48,0.00
Darrell Henderson,2019,RB,LAR,102.00,6.45,0.00
Hakeem Butler,2019,WR,ARI,999.00,2.60,0.00
Doug Martin,2019,RB,OAK,999.00,2.53,0.00
Jordan Taylor,2019,WR,MIN,999.00,1.85,0.00
Jermaine Kearse,2019,WR,DET,999.00,1.41,0.00
Josh Oliver,2019,TE,JAX,999.00,1.37,0.00
Spencer Ware,2019,RB,IND,999.00,1.28,0.00
Drew Sample,2019,TE,CIN,999.00,0.75,0.00
T.J. Logan,2019,RB,ARI,999.00,0.50,0.00
River Cracraft,2019,WR,DEN,999.00,0.08,0.00
Adam Vinatieri,2019,K,IND,210.00,0.00,0.00
Aldrick Rosas,2019,K,NYG,999.00,0.00,0.00
Austin Barnard,2019,K,TEN,999.00,0.00,0.00
Austin Seibert,2019,K,CLE,214.00,0.00,0.00
Blaine Gabbert,2019,QB,TB,999.00,0.00,0.00
Brandon McManus,2019,K,DEN,999.00,0.00,0.00
Brett Maher,2019,K,DAL,212.00,0.00,0.00
Brian Parker,2019,TE,DEN,999.00,0.00,0.00
Cairo Santos,2019,K,TB,999.00,0.00,0.00
Cameron Meredith,2019,WR,NE,999.00,0.00,0.00
Chandler Catanzaro,2019,K,NYJ,208.00,0.00,0.00
Chase McLaughlin,2019,K,BUF,999.00,0.00,0.00
Chris Blewitt,2019,K,CHI,999.00,0.00,0.00
Chris Boswell,2019,K,PIT,216.00,0.00,0.00
Clayton Hatfield,2019,K,IND,999.00,0.00,0.00
Cody Parkey,2019,K,CHI,999.00,0.00,0.00
Cole Hedlund,2019,K,IND,999.00,0.00,0.00
Cole Murphy,2019,K,ARI,999.00,0.00,0.00
Corey Grant,2019,RB,GB,999.00,0.00,0.00
Dan Bailey,2019,K,MIN,999.00,0.00,0.00
Daniel Carlson,2019,K,OAK,999.00,0.00,0.00
DeAndrew White,2019,WR,CAR,999.00,0.00,0.00
Drew Stanton,2019,QB,CLE,999.00,0.00,0.00
Dustin Hopkins,2019,K,WAS,999.00,0.00,0.00
Eddy Pineiro,2019,K,CHI,999.00,0.00,0.00
Elliott Fry,2019,K,CHI,999.00,0.00,0.00
Giorgio Tavecchio,2019,K,ATL,999.00,0.00,0.00
Graham Gano,2019,K,CAR,999.00,0.00,0.00
Greg Joseph,2019,K,CLE,999.00,0.00,0.00
Greg Zuerlein,2019,K,LAR,104.00,0.00,0.00
Harrison Butker,2019,K,KC,146.00,0.00,0.00
Jake Elliott,2019,K,PHI,201.00,0.00,0.00
Jason Myers,2019,K,SEA,215.00,0.00,0.00
Jason Sanders,2019,K,MIA,999.00,0.00,0.00
Joey Slye,2019,K,CAR,999.00,0.00,0.00
John Baron II,2019,K,CHI,999.00,0.00,0.00
Jonathan Brown,2019,K,SF,999.00,0.00,0.00
Josh Lambo,2019,K,JAX,999.00,0.00,0.00
Justin Tucker,2019,K,BAL,113.00,0.00,0.00
Ka'imi Fairbairn,2019,K,HOU,177.00,0.00,0.00
Kai Forbath,2019,K,JAX,999.00,0.00,0.00
Logan Paulsen,2019,TE,ATL,999.00,0.00,0.00
Marshawn Lynch,2019,RB,OAK,999.00,0.00,0.00
Mason Crosby,2019,K,GB,206.00,0.00,0.00
Matt Bryant,2019,K,ATL,999.00,0.00,0.00
Matt Gay,2019,K,TB,999.00,0.00,0.00
Matt McCrane,2019,K,PIT,999.00,0.00,0.00
Matt Prater,2019,K,DET,200.00,0.00,0.00
Matthew Wright,2019,K,PIT,999.00,0.00,0.00
Michael Badgley,2019,K,LAC,999.00,0.00,0.00
Mike Nugent,2019,K,OAK,999.00,0.00,0.00
Nick Rose,2019,K,LAC,999.00,0.00,0.00
Phil Dawson,2019,K,CLE,999.00,0.00,0.00
Phillip Andersen,2019,K,TB,999.00,0.00,0.00
Randy Bullock,2019,K,CIN,999.00,0.00,0.00
Redford Jones,2019,K,CHI,999.00,0.00,0.00
Rob Gronkowski,2019,TE,NE,999.00,0.00,0.00
Robbie Gould,2019,K,SF,147.00,0.00,0.00
Rod Smith,2019,RB,NYG,999.00,0.00,0.00
Ryan Succop,2019,K,TEN,999.00,0.00,0.00
Sam Ficken,2019,K,GB,999.00,0.00,0.00
Sebastian Janikowski,2019,K,SEA,999.00,0.00,0.00
Stephen Gostkowski,2019,K,NE,135.00,0.00,0.00
Stephen Hauschka,2019,K,BUF,999.00,0.00,0.00
Taylor Bertolet,2019,K,DEN,999.00,0.00,0.00
Taylor Heinicke,2019,QB,CAR,999.00,0.00,0.00
Thomas Rawls,2019,RB,JAX,999.00,0.00,0.00
Tristan Vizcaino,2019,K,CIN,999.00,0.00,0.00
Wil Lutz,2019,K,NO,148.00,0.00,0.00
Zane Gonzalez,2019,K,ARI,999.00,0.00,0.00
