Name,Year,Position,Team,ADP,ProjectedPoints,ActualPoints
Baltimore,2020,DEF,BAL,0.00,0.00,135.00
Diontae Johnson,2020,WR,PIT,0.00,129.00,133.80
Nyheim Hines,2020,RB,IND,0.00,73.32,130.20
James Conner,2020,RB,PIT,0.00,211.85,129.60
Jeff Wilson Jr.,2020,RB,SF,0.00,0.00,129.30
Robby Anderson,2020,WR,CAR,0.00,125.00,129.10
Tee Higgins,2020,WR,CIN,0.00,87.88,127.60
Cole Beasley,2020,WR,BUF,0.00,90.42,127.50
Washington,2020,DEF,WAS,0.00,0.00,127.00
Corey Davis,2020,WR,TEN,0.00,91.00,126.40
Chris Godwin,2020,WR,TB,0.00,187.16,126.00
New Orleans,2020,DEF,NO,0.00,0.00,126.00
Marquise Brown,2020,WR,BAL,0.00,141.93,125.00
Brandon Aiyuk,2020,WR,SF,0.00,134.73,124.50
Nick Foles,2020,QB,CHI,0.00,67.88,124.18
Myles Gaskin,2020,RB,MIA,0.00,65.39,123.20
Tarik Cohen,2020,RB,CHI,0.00,122.24,0.00
Gus Edwards,2020,RB,BAL,0.00,30.12,119.20
Tampa Bay,2020,DEF,TB,0.00,0.00,119.00
Marlon Mack,2020,RB,IND,0.00,118.33,0.00
Jarvis Landry,2020,WR,CLE,0.00,145.95,117.96
Cooper Kupp,2020,WR,LAR,0.00,148.92,116.70
Wayne Gallman Jr.,2020,RB,NYG,0.00,6.10,115.60
Tevin Coleman,2020,RB,SF,0.00,115.43,0.00
Jamison Crowder,2020,WR,NYJ,0.00,111.12,115.02
Chase Edmonds,2020,RB,ARI,0.00,24.29,115.00
Darrell Henderson Jr.,2020,RB,LAR,0.00,132.12,114.30
Michael Gallup,2020,WR,DAL,0.00,157.70,114.30
Julian Edelman,2020,WR,NE,0.00,113.80,0.00
Tyler Boyd,2020,WR,CIN,0.00,156.88,113.64
Latavius Murray,2020,RB,NO,0.00,91.38,113.20
Adrian Peterson,2020,RB,WAS,0.00,77.01,112.50
Mark Andrews,2020,TE,BAL,0.00,172.33,112.10
Buffalo,2020,DEF,BUF,0.00,0.00,112.00
Austin Ekeler,2020,RB,LAC,0.00,190.61,111.30
Giovani Bernard,2020,RB,CIN,0.00,52.66,111.10
Russell Gage,2020,WR,ATL,0.00,70.03,111.06
Arizona,2020,DEF,ARI,0.00,0.00,111.00
Tyrell Williams,2020,WR,LV,0.00,108.65,0.00
T.J. Hockenson,2020,TE,DET,0.00,116.86,108.30
T.Y. Hilton,2020,WR,IND,0.00,154.69,108.20
Mike Gesicki,2020,TE,MIA,0.00,108.56,106.30
Mike Williams,2020,WR,LAC,0.00,140.22,105.70
Devin Singletary,2020,RB,BUF,0.00,184.56,105.60
Jerry Jeudy,2020,WR,DEN,0.00,137.20,105.60
Seattle,2020,DEF,SEA,0.00,0.00,105.00
Parris Campbell,2020,WR,IND,0.00,104.60,0.00
Marquez Valdes-Scantling,2020,WR,GB,0.00,39.33,104.30
Rob Gronkowski,2020,TE,TB,0.00,110.11,104.30
Emmanuel Sanders,2020,WR,NO,0.00,91.97,103.80
DeVante Parker,2020,WR,MIA,0.00,173.20,103.30
Alshon Jeffery,2020,WR,PHI,0.00,103.16,0.00
New England,2020,DEF,NE,0.00,0.00,102.00
John Ross III,2020,WR,CIN,0.00,100.68,0.00
DJ Chark Jr.,2020,WR,JAX,0.00,176.35,100.60
Jonnu Smith,2020,TE,TEN,0.00,106.07,99.20
Laviska Shenault Jr.,2020,WR,JAX,0.00,100.14,99.10
Carolina,2020,DEF,CAR,0.00,0.00,99.00
Christian Kirk,2020,WR,ARI,0.00,114.26,98.40
Tyrod Taylor,2020,QB,LAC,0.00,97.09,0.00
Cleveland,2020,DEF,CLE,0.00,0.00,97.00
Kansas City,2020,DEF,KC,0.00,0.00,97.00
Philadelphia,2020,DEF,PHI,0.00,0.00,97.00
Sterling Shepard,2020,WR,NYG,0.00,92.64,96.50
Jamaal Williams,2020,RB,GB,0.00,68.96,96.10
Leonard Fournette,2020,RB,JAX,0.00,168.85,96.00
Julio Jones,2020,WR,ATL,0.00,168.55,95.10
Green Bay,2020,DEF,GB,0.00,0.00,94.00
Jimmy Graham,2020,TE,CHI,0.00,85.56,93.60
Jerick McKinnon,2020,RB,SF,0.00,61.52,93.20
Hayden Hurst,2020,TE,ATL,0.00,100.58,93.10
Zach Pascal,2020,WR,IND,0.00,60.50,92.90
Tony Pollard,2020,RB,DAL,0.00,102.35,92.80
Greg Olsen,2020,TE,SEA,0.00,91.90,0.00
Kenny Stills,2020,WR,HOU,0.00,91.74,0.00
Dede Westbrook,2020,WR,JAX,0.00,91.65,0.00
Darius Slayton,2020,WR,NYG,0.00,134.89,91.00
Cam Akers,2020,RB,LAR,0.00,158.05,90.80
Jared Cook,2020,TE,NO,0.00,109.93,90.40
San Francisco,2020,DEF,SF,0.00,0.00,90.00
Blake Jarwin,2020,TE,DAL,0.00,88.09,0.00
Zack Moss,2020,RB,BUF,0.00,98.11,87.60
Jakobi Meyers,2020,WR,NE,0.00,22.64,87.52
Noah Fant,2020,TE,DEN,0.00,117.22,87.30
Mecole Hardman,2020,WR,KC,0.00,126.16,87.10
Damien Harris,2020,RB,NE,0.00,67.20,86.30
Malcolm Brown,2020,RB,LAR,0.00,69.79,86.10
Chicago,2020,DEF,CHI,0.00,0.00,86.00
Eric Ebron,2020,TE,PIT,0.00,93.99,85.80
Hunter Henry,2020,TE,LAC,0.00,119.36,85.30
Tyler Higbee,2020,TE,LAR,0.00,99.14,84.20
Rashaad Penny,2020,RB,SEA,0.00,83.86,0.00
David Moore,2020,WR,SEA,0.00,46.10,83.80
Raheem Mostert,2020,RB,SF,0.00,168.53,83.70
Rex Burkhead,2020,RB,NE,0.00,51.81,82.60
Kendrick Bourne,2020,WR,SF,0.00,70.55,80.70
Greg Ward,2020,WR,PHI,0.00,55.50,80.10
Jace Sternberger,2020,TE,GB,0.00,79.50,0.00
Joe Mixon,2020,RB,CIN,0.00,241.99,78.60
Jimmy Garoppolo,2020,QB,SF,0.00,320.13,78.34
Dwayne Haskins Jr.,2020,QB,WAS,0.00,235.74,78.16
Evan Engram,2020,TE,NYG,0.00,110.31,78.00
George Kittle,2020,TE,SF,0.00,181.34,77.10
Los Angeles,2020,DEF,LAR,0.00,0.00,76.00
Los Angeles,2020,DEF,LAC,0.00,0.00,76.00
Hunter Renfrow,2020,WR,LV,0.00,103.99,75.60
Vance McDonald,2020,TE,PIT,0.00,75.52,0.00
Dallas,2020,DEF,DAL,0.00,0.00,74.00
Alexander Mattison,2020,RB,MIN,0.00,84.50,73.90
Christian McCaffrey,2020,RB,CAR,0.00,276.01,73.40
Josh Reynolds,2020,WR,LAR,0.00,87.42,72.30
Antonio Brown,2020,WR,NE,0.00,0.00,72.10
Atlanta,2020,DEF,ATL,0.00,0.00,72.00
Denver,2020,DEF,DEN,0.00,0.00,72.00
Isaiah McKenzie,2020,WR,BUF,0.00,33.18,71.58
Boston Scott,2020,RB,PHI,0.00,106.43,70.60
Brian Hill,2020,RB,ATL,0.00,9.42,70.40
Dallas Goedert,2020,TE,PHI,0.00,113.24,70.40
Anthony McFarland Jr.,2020,RB,PIT,0.00,70.19,0.00
JJ Arcega-Whiteside,2020,WR,PHI,0.00,70.08,0.00
James Washington,2020,WR,PIT,0.00,99.38,69.20
Breshad Perriman,2020,WR,NYJ,0.00,107.06,69.10
Tre'Quan Smith,2020,WR,NO,0.00,57.42,69.10
Carlos Hyde,2020,RB,SEA,0.00,99.34,68.90
Irv Smith Jr.,2020,TE,MIN,0.00,97.11,68.50
Sony Michel,2020,RB,NE,0.00,168.17,68.30
Damiere Byrd,2020,WR,NE,0.00,40.64,67.90
James White,2020,RB,NE,0.00,103.12,67.60
Austin Hooper,2020,TE,CLE,0.00,113.02,67.50
New York,2020,DEF,NYJ,0.00,0.00,67.00
New York,2020,DEF,NYG,0.00,0.00,67.00
Dan Arnold,2020,TE,ARI,0.00,0.00,65.80
Benny Snell Jr.,2020,RB,PIT,0.00,33.41,64.90
Kalen Ballage,2020,RB,MIA,0.00,19.75,64.90
Allen Lazard,2020,WR,GB,0.00,102.46,64.80
A.J. Green,2020,WR,CIN,0.00,140.23,64.30
Odell Beckham Jr.,2020,WR,CLE,0.00,194.41,63.82
John Brown,2020,WR,BUF,0.00,155.78,63.80
Demarcus Robinson,2020,WR,KC,0.00,51.18,62.60
Kyle Juszczyk,2020,RB,SF,0.00,27.48,62.60
Randall Cobb,2020,WR,HOU,0.00,93.10,62.10
Willie Snead IV,2020,WR,BAL,0.00,55.15,61.20
Minnesota,2020,DEF,MIN,0.00,0.00,61.00
Jaylen Samuels,2020,RB,PIT,0.00,60.81,0.00
Danny Amendola,2020,WR,DET,0.00,60.45,60.40
KJ Hamler,2020,WR,DEN,0.00,68.23,60.10
Tennessee,2020,DEF,TEN,0.00,0.00,60.00
Anthony Miller,2020,WR,CHI,0.00,125.94,59.70
Phillip Lindsay,2020,RB,DEN,0.00,142.93,59.00
Michael Pittman Jr.,2020,WR,IND,0.00,94.82,58.90
Le'Veon Bell,2020,RB,NYJ,0.00,167.54,58.60
Kaden Smith,2020,TE,NYG,0.00,58.44,0.00
Joshua Kelley,2020,RB,LAC,0.00,77.52,58.20
Henry Ruggs III,2020,WR,LV,0.00,110.94,58.10
Henry Ruggs III,2020,WR,OAK,999.00,0.00,58.10
Jason Witten,2020,TE,LV,0.00,57.18,0.00
Chris Conley,2020,WR,JAX,0.00,89.75,57.10
Preston Williams,2020,WR,MIA,0.00,89.10,56.80
Duke Johnson,2020,RB,HOU,0.00,100.37,56.40
Jalen Reagor,2020,WR,PHI,0.00,140.91,56.20
Trey Burton,2020,TE,IND,0.00,78.99,55.30
Darren Fells,2020,TE,HOU,0.00,54.30,55.20
Phillip Dorsett II,2020,WR,SEA,0.00,54.53,0.00
Keke Coutee,2020,WR,HOU,0.00,44.00,54.00
Duke Williams,2020,WR,BUF,0.00,53.03,0.00
Kyle Allen,2020,QB,WAS,0.00,0.00,53.00
DeAndre Washington,2020,RB,KC,0.00,52.91,0.00
Kerryon Johnson,2020,RB,DET,0.00,132.72,52.80
C.J. Uzomah,2020,TE,CIN,0.00,52.62,0.00
Gerald Everett,2020,TE,LAR,0.00,86.14,51.90
Golden Tate,2020,WR,NYG,0.00,109.69,51.52
Ryan Griffin,2020,TE,NYJ,0.00,51.43,0.00
Jakeem Grant,2020,WR,MIA,0.00,43.89,51.30
Peyton Barber,2020,RB,WAS,0.00,42.50,51.00
Miles Boykin,2020,WR,BAL,0.00,37.50,50.60
Sammy Watkins,2020,WR,KC,0.00,123.94,50.40
Tajae Sharpe,2020,WR,MIN,0.00,49.69,0.00
Jordan Reed,2020,TE,SF,0.00,49.35,0.00
Jordan Wilkins,2020,RB,IND,0.00,50.90,49.30
Ted Ginn Jr.,2020,WR,CHI,0.00,49.17,0.00
Darrynton Evans,2020,RB,TEN,0.00,48.97,0.00
Auden Tate,2020,WR,CIN,0.00,48.21,0.00
Houston,2020,DEF,HOU,0.00,0.00,48.00
Jacksonville,2020,DEF,JAX,0.00,0.00,48.00
Patrick Laird,2020,RB,MIA,0.00,47.72,0.00
Deebo Samuel,2020,WR,SF,0.00,182.15,47.70
Ty Johnson,2020,RB,DET,0.00,27.90,47.30
Larry Fitzgerald,2020,WR,ARI,0.00,83.12,46.90
Mark Ingram II,2020,RB,BAL,0.00,156.33,46.90
Tyler Eifert,2020,TE,JAX,0.00,87.97,46.90
Jordan Akins,2020,TE,HOU,0.00,63.84,46.70
Justin Jackson,2020,RB,LAC,0.00,66.02,46.30
Kenny Golladay,2020,WR,DET,0.00,187.39,45.80
Anthony Firkser,2020,TE,TEN,0.00,35.56,44.70
Albert Okwuegbunam,2020,TE,DEN,0.00,44.52,0.00
Lamar Miller,2020,RB,NE,0.00,44.49,0.00
Michael Thomas,2020,WR,NO,0.00,201.63,43.90
Jeremy Sprinkle,2020,TE,WAS,0.00,43.61,0.00
Las Vegas,2020,DEF,LV,0.00,0.00,43.00
Ricky Seals-Jones,2020,TE,KC,0.00,43.00,0.00
Dawson Knox,2020,TE,BUF,0.00,80.52,42.80
Chris Herndon,2020,TE,NYJ,0.00,101.23,42.70
Marvin Hall,2020,WR,DET,0.00,0.00,42.30
Zach Ertz,2020,TE,PHI,0.00,119.14,41.50
Jack Doyle,2020,TE,IND,0.00,97.91,41.10
Jacob Hollister,2020,TE,SEA,0.00,50.25,40.90
N'Keal Harry,2020,WR,NE,0.00,124.89,40.90
Ito Smith,2020,RB,ATL,0.00,61.82,40.30
Cameron Brate,2020,TE,TB,0.00,44.85,40.20
LeSean McCoy,2020,RB,TB,0.00,39.89,0.00
Maxx Williams,2020,TE,ARI,0.00,39.34,0.00
DaeSean Hamilton,2020,WR,DEN,0.00,37.21,39.30
Cincinnati,2020,DEF,CIN,0.00,0.00,39.00
Ke'Shawn Vaughn,2020,RB,TB,0.00,38.32,0.00
AJ Dillon,2020,RB,GB,0.00,84.98,38.30
Harrison Bryant,2020,TE,CLE,999.00,0.00,37.80
Denzel Mims,2020,WR,NYJ,0.00,97.92,37.70
Kyle Rudolph,2020,TE,MIN,0.00,70.58,37.40
Will Dissly,2020,TE,SEA,0.00,68.63,37.10
Darrel Williams,2020,RB,KC,0.00,16.83,36.50
Demetrius Harris,2020,TE,CHI,0.00,36.41,0.00
Keelan Cole,2020,WR,JAX,0.00,36.34,0.00
Frank Gore,2020,RB,NYJ,0.00,36.32,0.00
Adam Humphries,2020,WR,TEN,0.00,46.45,34.80
Dion Lewis,2020,RB,NYG,0.00,34.68,0.00
Cole Kmet,2020,TE,CHI,0.00,24.91,34.00
Andy Isabella,2020,WR,ARI,0.00,92.99,33.80
David Njoku,2020,TE,CLE,0.00,61.76,33.30
Matt Breida,2020,RB,MIA,0.00,118.91,33.00
Jalen Richard,2020,RB,LV,0.00,47.07,32.10
Justice Hill,2020,RB,BAL,0.00,31.70,0.00
DeSean Jackson,2020,WR,PHI,0.00,96.87,30.80
Ross Dwelley,2020,TE,SF,0.00,15.90,30.50
Steven Sims Jr.,2020,WR,WAS,0.00,65.17,30.30
Ryquell Armstead,2020,RB,JAX,0.00,30.07,0.00
Chester Rogers,2020,WR,MIA,0.00,29.98,0.00
Jordan Howard,2020,RB,MIA,0.00,149.07,29.70
Detroit,2020,DEF,DET,0.00,0.00,29.00
Josh Hill,2020,TE,NO,0.00,28.95,0.00
Bo Scarbrough,2020,RB,DET,0.00,28.81,0.00
Jordan Thomas,2020,TE,HOU,0.00,28.67,0.00
Van Jefferson Jr.,2020,WR,LAR,0.00,83.55,27.90
Marcus Mariota,2020,QB,LV,0.00,0.00,27.84
Cody Latimer,2020,WR,WAS,0.00,27.82,0.00
Isaiah Ford,2020,WR,MIA,0.00,22.17,27.60
Mohamed Sanu,2020,WR,NE,0.00,85.97,27.00
O.J. Howard,2020,TE,TB,0.00,73.18,26.60
Darwin Thompson,2020,RB,KC,0.00,40.98,26.20
James O'Shaughnessy,2020,TE,JAX,0.00,14.95,26.20
Foster Moreau,2020,TE,LV,0.00,64.16,26.00
Marcus Johnson,2020,WR,IND,0.00,31.07,25.50
Bryan Edwards,2020,WR,OAK,999.00,0.00,25.30
Royce Freeman,2020,RB,DEN,0.00,71.46,25.10
Travis Homer,2020,RB,SEA,0.00,13.72,23.80
Nick Boyle,2020,TE,BAL,0.00,21.37,23.30
Chris Thompson,2020,RB,JAX,0.00,46.79,22.60
Zay Jones,2020,WR,LV,0.00,22.07,22.56
Reggie Bonnafon,2020,RB,CAR,0.00,21.30,0.00
Dontrelle Inman,2020,WR,WAS,0.00,21.01,0.00
Olabisi Johnson,2020,WR,MIN,0.00,51.53,20.90
KeeSean Johnson,2020,WR,ARI,0.00,20.75,0.00
Jacoby Brissett,2020,QB,IND,0.00,12.02,20.58
Ian Thomas,2020,TE,CAR,0.00,87.56,20.50
Dare Ogunbowale,2020,RB,TB,0.00,17.04,19.90
Dontrell Hilliard,2020,RB,CLE,0.00,18.40,0.00
Justin Watson,2020,WR,TB,0.00,16.73,0.00
Bryce Love,2020,RB,WAS,0.00,16.42,0.00
Dante Pettis,2020,WR,SF,0.00,15.41,0.00
Qadree Ollison,2020,RB,ATL,0.00,14.82,0.00
Trayveon Williams,2020,RB,CIN,0.00,12.91,0.00
Nick O'Leary,2020,TE,LV,0.00,10.87,0.00
Mike Boone,2020,RB,MIN,0.00,6.79,0.00
Adam Vinatieri,2020,K,IND,0.00,0.00,0.00
Aldrick Rosas,2020,K,NYG,0.00,0.00,0.00
Allen Hurns,2020,WR,MIA,0.00,0.00,0.00
Austin MacGinnis,2020,K,LAR,0.00,0.00,0.00
Austin Seibert,2020,K,CLE,0.00,0.00,0.00
Ben Braunecker,2020,TE,CHI,0.00,0.00,0.00
Ben Watson,2020,TE,NE,0.00,0.00,0.00
Bennie Fowler III,2020,WR,NO,0.00,0.00,0.00
Bilal Powell,2020,RB,NYJ,0.00,0.00,0.00
Brandon McManus,2020,K,DEN,0.00,0.00,0.00
Brandon Wright,2020,K,JAX,0.00,0.00,0.00
Brett Maher,2020,K,NYJ,0.00,0.00,0.00
Cairo Santos,2020,K,CHI,0.00,0.00,0.00
Chandler Catanzaro,2020,K,NYG,0.00,0.00,0.00
Charles Clay,2020,TE,ARI,0.00,0.00,0.00
Chase McLaughlin,2020,K,IND,0.00,0.00,0.00
Chris Boswell,2020,K,PIT,0.00,0.00,0.00
Chris Myarick,2020,TE,MIA,0.00,0.00,0.00
Christian Scotland-Williamson,2020,TE,PIT,0.00,0.00,0.00
Corey Clement,2020,RB,PHI,0.00,0.00,0.00
Dan Bailey,2020,K,MIN,0.00,0.00,0.00
Daniel Carlson,2020,K,LV,0.00,0.00,0.00
Delanie Walker,2020,TE,TEN,0.00,0.00,0.00
Demaryius Thomas,2020,WR,NYJ,0.00,0.00,0.00
Derrius Guice,2020,RB,WAS,0.00,0.00,0.00
Devonta Freeman,2020,RB,ATL,0.00,0.00,0.00
Dexter Williams,2020,RB,GB,0.00,0.00,0.00
Dom Wood-Anderson,2020,TE,SEA,0.00,0.00,0.00
Dustin Hopkins,2020,K,WAS,0.00,0.00,0.00
Ed Dickson,2020,TE,SEA,0.00,0.00,0.00
Eddy Pineiro,2020,K,CHI,0.00,0.00,0.00
Elijah McGuire,2020,RB,KC,0.00,0.00,0.00
Elliott Fry,2020,K,TB,0.00,0.00,0.00
Geoff Swaim,2020,TE,JAX,0.00,0.00,0.00
Geronimo Allison,2020,WR,DET,0.00,0.00,0.00
Graham Gano,2020,K,NYG,0.00,0.00,0.00
Greg Joseph,2020,K,TEN,0.00,0.00,0.00
Greg Zuerlein,2020,K,DAL,0.00,0.00,0.00
Hale Hentges,2020,TE,WAS,0.00,0.00,0.00
Harrison Butker,2020,K,KC,0.00,0.00,0.00
Isaiah Crowell,2020,RB,LV,0.00,0.00,0.00
Jaeden Graham,2020,TE,ATL,0.00,0.00,0.00
Jake Butt,2020,TE,DEN,0.00,0.00,0.00
Jake Elliott,2020,K,PHI,0.00,0.00,0.00
Jalen Hurd,2020,WR,SF,0.00,0.00,0.00
Jameis Winston,2020,QB,NO,0.00,0.00,0.00
Jaron Brown,2020,WR,SEA,0.00,0.00,0.00
Jarrett Stidham,2020,QB,NE,0.00,0.00,0.00
Jason Croom,2020,TE,BUF,0.00,0.00,0.00
Jason Myers,2020,K,SEA,0.00,0.00,0.00
Jason Sanders,2020,K,MIA,0.00,0.00,0.00
Jeff Heuerman,2020,TE,DEN,0.00,0.00,0.00
Jerell Adams,2020,TE,BAL,0.00,0.00,0.00
Jesper Horsted,2020,TE,CHI,0.00,0.00,0.00
Joey Slye,2020,K,CAR,0.00,0.00,0.00
Jonathan Brown,2020,K,JAX,0.00,0.00,0.00
Jonathan Williams,2020,RB,IND,0.00,0.00,0.00
Josh Gordon,2020,WR,SEA,0.00,0.00,0.00
Josh Lambo,2020,K,JAX,0.00,0.00,0.00
Josh Oliver,2020,TE,JAX,0.00,0.00,0.00
Justin Rohrwasser,2020,K,NE,0.00,0.00,0.00
Justin Tucker,2020,K,BAL,0.00,0.00,0.00
Ka'imi Fairbairn,2020,K,HOU,0.00,0.00,0.00
Kaare Vedvik,2020,K,CAR,0.00,0.00,0.00
Kai Forbath,2020,K,DAL,0.00,0.00,0.00
Kerrith Whyte Jr.,2020,RB,PIT,0.00,0.00,0.00
Kyle Nelson,2020,TE,SF,0.00,0.00,0.00
Levine Toilolo,2020,TE,NYG,0.00,0.00,0.00
Marquise Goodwin,2020,WR,PHI,0.00,0.00,0.00
Marshawn Lynch,2020,RB,SEA,0.00,0.00,0.00
Mason Crosby,2020,K,GB,0.00,0.00,0.00
Matt Gay,2020,K,TB,0.00,0.00,0.00
Matt LaCosse,2020,TE,NE,0.00,0.00,0.00
Matt Prater,2020,K,DET,0.00,0.00,0.00
Michael Badgley,2020,K,LAC,0.00,0.00,0.00
Michael Roberts,2020,TE,MIA,0.00,0.00,0.00
Nate Becker,2020,TE,BUF,0.00,0.00,0.00
Nick Folk,2020,K,NE,0.00,0.00,0.00
Nick Vogel,2020,K,BAL,0.00,0.00,0.00
Paul Richardson Jr.,2020,WR,WAS,0.00,0.00,0.00
Ramiz Ahmed,2020,K,CHI,0.00,0.00,0.00
Randy Bullock,2020,K,CIN,0.00,0.00,0.00
Rhett Ellison,2020,TE,NYG,0.00,0.00,0.00
Robbie Gould,2020,K,SF,0.00,0.00,0.00
Rodrigo Blankenship,2020,K,IND,0.00,0.00,0.00
Ryan Izzo,2020,TE,NE,0.00,0.00,0.00
Ryan Succop,2020,K,TEN,0.00,0.00,0.00
Sam Ficken,2020,K,NYJ,0.00,0.00,0.00
Seth DeValve,2020,TE,CAR,0.00,0.00,0.00
Stephen Gostkowski,2020,K,NE,0.00,0.00,0.00
Stephen Hauschka,2020,K,BUF,0.00,0.00,0.00
T.J. Yeldon,2020,RB,BUF,0.00,0.00,0.00
Taylor Gabriel,2020,WR,CHI,0.00,0.00,0.00
Thaddeus Moss,2020,TE,WAS,0.00,0.00,0.00
Tommy Hudson,2020,TE,TEN,0.00,0.00,0.00
Tommy Sweeney,2020,TE,BUF,0.00,0.00,0.00
Tristan Vizcaino,2020,K,CIN,0.00,0.00,0.00
Tucker McCann,2020,K,TEN,0.00,0.00,0.00
Ty Montgomery,2020,RB,NO,0.00,0.00,0.00
Wil Lutz,2020,K,NO,0.00,0.00,0.00
