Name,Year,Position,Team,ADP,ProjectedPoints,ActualPoints
Larry Fitzgerald,2015,WR,ARI,106.49,121.57,171.50
Matt Forte,2015,RB,CHI,8.57,205.59,170.70
Brandin Cooks,2015,WR,NO,38.13,160.51,169.60
Joseph Randle,2015,RB,DAL,51.29,167.17,0.00
Jarvis Landry,2015,WR,MIA,69.44,131.72,165.36
Latavius Murray,2015,RB,OAK,39.05,164.39,163.80
Danny Woodhead,2015,RB,SD,132.84,111.87,163.10
Demaryius Thomas,2015,WR,DEN,12.58,194.75,162.40
Allen Hurns,2015,WR,JAX,999.00,82.50,161.10
Andrew Luck,2015,QB,IND,8.14,399.30,160.84
Frank Gore,2015,RB,IND,36.37,181.05,159.40
Sammy Watkins,2015,WR,BUF,65.45,124.37,158.80
Jordan Reed,2015,TE,WAS,151.27,80.33,157.20
Jeremy Maclin,2015,WR,KC,69.09,132.28,156.20
Darren McFadden,2015,RB,DAL,111.90,77.90,155.70
Jeremy Hill,2015,RB,CIN,18.85,206.43,155.30
Mark Ingram,2015,RB,NO,36.86,177.04,153.40
Delanie Walker,2015,TE,TEN,130.61,95.15,150.40
Greg Olsen,2015,TE,CAR,49.78,115.84,150.40
Emmanuel Sanders,2015,WR,DEN,31.77,157.59,148.40
Jonathan Stewart,2015,RB,CAR,65.54,160.28,146.80
LeSean McCoy,2015,RB,BUF,17.50,201.97,146.70
Tavon Austin,2015,WR,STL,159.57,72.57,146.70
Michael Crabtree,2015,WR,OAK,150.29,98.03,146.20
Jordan Matthews,2015,WR,PHI,45.83,136.19,145.70
John Brown,2015,WR,ARI,118.02,127.30,142.50
T.Y. Hilton,2015,WR,IND,28.08,158.18,142.40
Amari Cooper,2015,WR,OAK,63.07,134.07,140.70
DeMarco Murray,2015,RB,PHI,12.85,180.74,140.40
Tyler Eifert,2015,TE,CIN,138.04,86.33,139.50
Ronnie Hillman,2015,RB,DEN,999.00,0.00,137.40
Mike Evans,2015,WR,TB,32.44,164.75,136.60
Rashad Jennings,2015,RB,NYG,57.08,124.08,135.90
Giovani Bernard,2015,RB,CIN,76.06,127.59,132.20
Randall Cobb,2015,WR,GB,22.34,192.03,129.90
Charles Sims,2015,RB,TB,125.87,91.16,129.00
Rueben Randle,2015,WR,NYG,160.29,111.99,127.70
Colin Kaepernick,2015,QB,SF,126.35,301.50,122.20
Michael Floyd,2015,WR,ARI,104.05,122.84,120.90
Charles Johnson,2015,WR,MIN,108.13,120.74,0.00
Eddie Lacy,2015,RB,GB,3.90,218.39,120.60
T.J. Yeldon,2015,RB,JAX,62.30,157.50,119.90
Golden Tate,2015,WR,DET,51.21,130.19,119.40
Isaiah Crowell,2015,RB,CLE,96.31,135.42,118.80
Travis Kelce,2015,TE,KC,56.34,116.14,117.50
LeGarrette Blount,2015,RB,NE,84.29,145.15,116.60
C.J. Anderson,2015,RB,DEN,11.16,210.67,116.30
Breshad Perriman,2015,WR,BAL,999.00,114.58,0.00
Tyler Lockett,2015,WR,SEA,999.00,0.00,114.40
Pierre Garcon,2015,WR,WAS,125.48,119.96,113.70
Julian Edelman,2015,WR,NE,47.71,146.99,111.50
Darren Sproles,2015,RB,PHI,130.84,77.94,106.50
Geno Smith,2015,QB,NYJ,999.00,105.33,0.00
Alshon Jeffery,2015,WR,CHI,32.45,173.65,104.70
Ryan Mathews,2015,RB,PHI,94.17,105.43,104.50
Malcom Floyd,2015,WR,SD,139.60,104.04,0.00
Martavis Bryant,2015,WR,PIT,76.23,103.36,0.00
Duke Johnson Jr.,2015,RB,CLE,130.71,110.90,103.30
Terrance Williams,2015,WR,DAL,127.12,112.77,102.00
Anquan Boldin,2015,WR,SF,89.60,115.86,100.90
Shane Vereen,2015,RB,NYG,106.82,121.03,99.50
Theo Riddick,2015,RB,DET,157.88,39.84,99.00
Brian Quick,2015,WR,STL,146.35,98.92,0.00
Alfred Blue,2015,RB,HOU,89.18,90.06,96.70
Matt Jones,2015,RB,WAS,155.06,61.92,95.40
Zach Ertz,2015,TE,PHI,119.81,103.17,95.30
Keenan Allen,2015,WR,SD,63.40,149.38,94.50
Antonio Gates,2015,TE,SD,137.22,78.75,93.00
Heath Miller,2015,TE,PIT,132.23,92.96,0.00
Torrey Smith,2015,WR,SF,125.37,121.72,92.30
Torrey Smith,2015,WR,SF,125.37,121.72,92.30
Ameer Abdullah,2015,RB,DET,63.74,134.74,92.00
Justin Forsett,2015,RB,BAL,24.07,184.95,91.40
Lorenzo Taliaferro,2015,RB,BAL,165.67,88.80,0.00
Jason Witten,2015,TE,DAL,77.12,109.55,87.30
Le'Veon Bell,2015,RB,PIT,3.97,207.30,87.20
Alfred Morris,2015,RB,WAS,38.95,177.96,86.60
Kenny Britt,2015,WR,STL,166.29,87.70,86.10
Reggie Bush,2015,RB,SF,121.37,84.06,0.00
Eric Ebron,2015,TE,DET,157.70,82.97,83.70
Joique Bell,2015,RB,DET,61.81,140.73,83.70
James White,2015,RB,NE,999.00,77.66,82.60
Jamaal Charles,2015,RB,KC,3.87,214.07,80.10
Cole Beasley,2015,WR,DAL,999.00,73.78,79.60
Kyle Rudolph,2015,TE,MIN,103.74,81.36,79.50
Dwayne Bowe,2015,WR,CLE,148.11,77.99,0.00
Marvin Jones ,2015,WR,CIN,999.00,77.55,0.00
Andre Williams,2015,RB,NYG,151.50,76.92,0.00
Knile Davis,2015,RB,KC,125.29,76.34,0.00
Marques Colston,2015,WR,NO,116.50,118.21,76.00
Julius Thomas,2015,TE,JAX,78.57,93.86,75.50
Devin Funchess,2015,WR,CAR,126.53,115.18,75.30
Melvin Gordon,2015,RB,SD,29.46,159.20,75.30
DeSean Jackson,2015,WR,WAS,66.48,128.21,74.80
Andre Johnson,2015,WR,IND,47.45,139.38,74.30
Vincent Jackson,2015,WR,TB,85.41,131.35,74.30
Jimmy Graham,2015,TE,SEA,30.10,122.46,72.50
Ladarius Green,2015,TE,SD,163.03,59.66,70.90
Charles Clay,2015,TE,BUF,136.74,77.69,70.80
Carlos Hyde,2015,RB,SF,45.67,173.66,70.30
Marshawn Lynch,2015,RB,SEA,6.04,217.13,69.70
Owen Daniels,2015,TE,DEN,125.37,87.05,69.70
Coby Fleener,2015,TE,IND,127.05,79.48,69.10
Jace Amaro,2015,TE,NYJ,999.00,67.99,0.00
Stevie Johnson,2015,WR,SD,999.00,101.93,67.70
DeVante Parker,2015,WR,MIA,144.47,109.25,67.40
Kenny Stills,2015,WR,MIA,149.70,98.99,62.00
Martellus Bennett,2015,TE,CHI,65.07,106.46,61.90
Greg Jennings,2015,WR,MIA,160.40,61.50,0.00
Kendall Wright,2015,WR,TEN,123.77,106.70,60.50
Mike Wallace,2015,WR,MIN,67.62,110.68,59.90
Andre Ellington,2015,RB,ARI,43.02,161.45,59.70
Dez Bryant,2015,WR,DAL,13.81,191.59,58.10
Benny Cunningham,2015,RB,STL,999.00,58.07,0.00
Austin Seferian-Jenkins,2015,TE,TB,141.02,80.13,57.80
Jordan Cameron,2015,TE,MIA,91.45,94.66,56.60
Roddy White,2015,WR,ATL,77.27,108.36,56.60
Chris Polk,2015,RB,HOU,999.00,11.18,56.30
Davante Adams,2015,WR,GB,83.31,138.63,56.30
David Cobb,2015,RB,TEN,118.45,55.71,0.00
Arian Foster,2015,RB,HOU,84.79,162.35,55.00
Brandon LaFell,2015,WR,NE,108.15,107.38,52.40
Tony Romo,2015,QB,DAL,55.58,344.47,50.66
Jared Cook,2015,TE,STL,138.16,80.64,48.10
C.J. Spiller,2015,RB,NO,82.38,144.39,47.10
Montee Ball,2015,RB,DEN,141.30,46.96,0.00
Fred Jackson,2015,RB,BUF,155.21,62.18,45.70
Andre Holmes,2015,WR,OAK,999.00,41.56,44.10
Bishop Sankey,2015,RB,TEN,125.54,120.80,43.20
Tevin Coleman,2015,RB,ATL,85.10,142.70,40.60
Cordarrelle Patterson,2015,WR,MIN,154.14,40.40,0.00
Victor Cruz,2015,WR,NYG,999.00,39.70,0.00
Vernon Davis,2015,TE,SF,141.56,78.66,39.50
Jay Ajayi,2015,RB,MIA,155.17,30.59,35.70
Larry Donnell,2015,TE,NYG,153.19,95.26,34.30
Mychal Rivera,2015,TE,OAK,170.37,54.06,34.00
Tre Mason,2015,RB,STL,85.69,86.37,33.50
Maxx Williams,2015,TE,BAL,999.00,64.14,32.80
Nelson Agholor,2015,WR,PHI,84.05,113.65,32.30
Percy Harvin,2015,WR,BUF,120.30,86.96,30.90
Toby Gerhart,2015,RB,JAX,999.00,30.63,0.00
Cameron Artis-Payne,2015,RB,CAR,999.00,0.00,30.10
Eddie Royal,2015,WR,CHI,129.66,103.05,29.70
Jermaine Gresham,2015,TE,ARI,999.00,35.83,28.30
Josh Hill,2015,TE,NO,139.62,56.18,24.00
Branden Oliver,2015,RB,SD,163.37,37.82,22.00
Terrance West,2015,RB,CLE,163.41,54.09,21.20
Dwayne Allen,2015,TE,IND,111.09,69.24,17.00
Adam Vinatieri,2015,K,IND,135.57,0.00,0.00
Arizona,2015,DEF,ARI,999.00,0.00,0.00
Baltimore,2015,DEF,BAL,999.00,0.00,0.00
Brandin Bolden,2015,RB,NE,999.00,0.00,0.00
Brandon McManus,2015,K,DEN,144.70,0.00,0.00
Buffalo,2015,DEF,BUF,999.00,0.00,0.00
Buffalo,2015,DEF,BUF,999.00,0.00,0.00
Caleb Sturgis,2015,K,MIA,172.31,0.00,0.00
Cardinals,2015,DEF,ARI,999.00,0.00,0.00
Carolina,2015,DEF,CAR,999.00,0.00,0.00
Cincinnati,2015,DEF,CIN,999.00,0.00,0.00
Cody Parkey,2015,K,PHI,148.77,0.00,0.00
Dan Bailey,2015,K,DAL,152.14,0.00,0.00
Dan Carpenter,2015,K,BUF,160.77,0.00,0.00
Dan Herron,2015,RB,IND,153.45,0.00,0.00
DeMarkus Wheaton,2015,WR,PIT,999.00,0.00,0.00
Denver,2015,DEF,DEN,999.00,0.00,0.00
Dolphins,2015,DEF,MIA,999.00,0.00,0.00
Eagles,2015,DEF,PHI,999.00,0.00,0.00
Garrett Hartley,2015,K,PIT,166.87,0.00,0.00
Green Bay,2015,DEF,GB,999.00,0.00,0.00
Houston,2015,DEF,HOU,999.00,0.00,0.00
Indianapolis,2015,DEF,IND,999.00,0.00,0.00
Jordy Nelson,2015,WR,GB,27.12,0.00,0.00
Justin Tucker,2015,K,BAL,126.71,0.00,0.00
Kelvin Benjamin,2015,WR,CAR,49.62,0.00,0.00
Mason Crosby,2015,K,GB,130.81,0.00,0.00
Matt Bryant,2015,K,ATL,157.77,0.00,0.00
Matt Praeter,2015,K,DET,999.00,0.00,0.00
Miami,2015,DEF,MIA,999.00,0.00,0.00
Minnesota,2015,DEF,MIN,999.00,0.00,0.00
New England,2015,DEF,NE,999.00,0.00,0.00
New York Jets,2015,DEF,NYJ,999.00,0.00,0.00
Nick Novak,2015,K,SD,175.07,0.00,0.00
Philadelphia,2015,DEF,PHI,999.00,0.00,0.00
Rams,2015,DEF,STL,999.00,0.00,0.00
Richard Rogers,2015,TE,GB,999.00,0.00,0.00
Robert Housler,2015,TE,CLE,999.00,0.00,0.00
Seattle,2015,DEF,SEA,999.00,0.00,0.00
St. Louis,2015,DEF,STL,999.00,0.00,0.00
Stephen Gostkowski,2015,K,NE,114.29,0.00,0.00
Steve Smith,2015,WR,BAL,91.33,0.00,0.00
Steven Hauschka,2015,K,SEA,146.47,0.00,0.00
