Name,Year,Position,Team,ADP,ProjectedPoints,ActualPoints
DeSean Jackson,2014,WR,WAS,63.26,140.84,153.60
Kelvin Benjamin,2014,WR,CAR,111.77,116.32,152.80
Josh McCown,2014,QB,TB,150.57,194.11,148.94
Frank Gore,2014,RB,SF,53.90,161.01,147.70
Reggie Bush,2014,RB,DET,40.67,147.12,0.00
Ray Rice,2014,RB,BAL,56.60,146.34,0.00
Mike Wallace,2014,WR,MIA,83.93,147.51,145.80
Nick Foles,2014,QB,PHI,56.70,354.88,145.32
Giovani Bernard,2014,RB,CIN,16.93,175.42,144.90
Jimmy Graham,2014,TE,NO,10.69,184.82,144.90
Torrey Smith,2014,WR,BAL,77.05,137.91,142.70
Greg Olsen,2014,TE,CAR,87.00,120.87,136.80
Anquan Boldin,2014,WR,SF,122.79,97.06,136.60
Brandon LaFell,2014,WR,NE,162.01,0.00,136.60
Julian Edelman,2014,WR,NE,67.81,142.19,136.60
A.J. Green,2014,WR,CIN,18.03,181.59,136.30
Jordan Matthews,2014,WR,PHI,146.77,88.25,135.20
Rueben Randle,2014,WR,NYG,118.70,134.67,0.00
Chris Ivory,2014,RB,NYJ,143.47,89.15,134.40
Percy Harvin,2014,WR,SEA,63.20,134.13,0.00
Terrance Williams,2014,WR,DAL,91.46,133.62,0.00
Sammy Watkins,2014,WR,BUF,94.24,117.04,133.00
Roddy White,2014,WR,ATL,51.52,147.24,132.10
Maurice Jones-Drew,2014,RB,OAK,87.05,131.95,0.00
Martellus Bennett,2014,TE,CHI,119.73,108.69,131.60
Andre Ellington,2014,RB,ARI,31.32,185.22,131.50
Michael Crabtree,2014,WR,SF,43.29,127.62,0.00
Eric Decker,2014,WR,NYJ,99.02,135.40,126.20
Carson Palmer,2014,QB,ARI,123.97,258.11,125.54
Coby Fleener,2014,TE,IND,159.45,70.86,125.40
Fred Jackson,2014,RB,BUF,91.26,122.58,0.00
Steven Jackson,2014,RB,ATL,94.68,148.70,121.50
Jonathan Stewart,2014,RB,CAR,153.91,81.39,121.00
Julius Thomas,2014,TE,DEN,30.99,128.15,120.90
Danny Woodhead,2014,RB,SD,106.20,120.64,0.00
Michael Floyd,2014,WR,ARI,63.01,142.54,118.30
Marques Colston,2014,WR,NO,83.86,139.35,118.20
Brandon Marshall,2014,WR,CHI,19.70,190.67,118.10
Darren Sproles,2014,RB,PHI,104.67,91.13,117.60
Bernard Pierce,2014,RB,BAL,114.96,114.95,0.00
Shane Vereen,2014,RB,NE,47.60,135.78,113.80
Delanie Walker,2014,TE,TEN,148.51,93.83,113.00
Jarrett Boykin,2014,WR,GB,141.53,112.22,0.00
Kendall Wright,2014,WR,TEN,89.02,138.92,110.90
Kenny Stills,2014,WR,NO,138.50,106.68,110.90
Greg Jennings,2014,WR,MIN,152.89,119.54,110.20
Vincent Jackson,2014,WR,TB,43.28,154.59,110.20
Darren McFadden,2014,RB,OAK,130.63,108.70,0.00
Rashad Jennings,2014,RB,NYG,57.49,159.77,108.50
Andre Johnson,2014,WR,HOU,46.11,149.58,105.60
Shonn Greene,2014,RB,TEN,162.32,103.60,0.00
Jordan Reed,2014,TE,WAS,87.81,101.59,0.00
Doug Baldwin,2014,WR,SEA,148.86,100.71,0.00
James Jones,2014,WR,OAK,156.20,89.30,100.60
Jason Witten,2014,TE,DAL,59.47,121.36,100.30
Kyle Rudolph,2014,TE,MIN,92.20,99.60,0.00
Keenan Allen,2014,WR,SD,47.08,151.57,98.30
Andrew Hawkins,2014,WR,CLE,166.55,87.80,95.90
Aaron Dobson,2014,WR,NE,160.07,95.17,0.00
Heath Miller,2014,TE,PIT,126.65,93.95,94.10
Pierre Garcon,2014,WR,WAS,47.05,145.68,93.20
Terrance West,2014,RB,CLE,109.40,92.87,0.00
Chris Johnson,2014,RB,NYJ,62.00,141.21,91.40
Trent Richardson,2014,RB,IND,63.35,144.63,90.80
Larry Fitzgerald,2014,WR,ARI,38.76,154.89,88.40
LeGarrette Blount,2014,RB,PIT,140.90,66.52,88.10
Reggie Wayne,2014,WR,IND,98.65,113.06,87.90
Dwayne Allen,2014,TE,IND,155.04,68.93,87.50
Brandin Cooks,2014,WR,NO,95.51,114.46,86.30
Zach Ertz,2014,TE,PHI,98.44,97.17,86.20
Antonio Gates,2014,TE,SD,127.88,84.93,0.00
Jared Cook,2014,TE,STL,159.82,80.58,81.40
Devonta Freeman,2014,RB,ATL,112.32,80.97,0.00
Charles Clay,2014,TE,MIA,143.65,93.11,78.50
Markus Wheaton,2014,WR,PIT,149.19,120.80,78.30
Bishop Sankey,2014,RB,TEN,46.49,129.25,78.20
Pierre Thomas,2014,RB,NO,85.42,120.34,78.00
Owen Daniels,2014,TE,BAL,999.00,0.00,76.70
Jermaine Gresham,2014,TE,CIN,999.00,0.00,76.00
Dwayne Bowe,2014,WR,KC,114.51,121.30,75.40
Riley Cooper,2014,WR,PHI,115.63,95.98,73.70
Dexter McCluster,2014,RB,TEN,150.44,72.16,0.00
Mike Williams,2014,WR,BUF,999.00,71.38,0.00
Miles Austin,2014,WR,CLE,165.19,77.79,68.80
Doug Martin,2014,RB,TB,25.73,180.26,67.80
Justin Hunter,2014,WR,TEN,130.21,115.12,67.80
Ben Tate,2014,RB,CLE,63.91,127.89,67.10
Tyler Eifert,2014,TE,CIN,162.92,66.85,0.00
Jacquizz Rodgers,2014,RB,ATL,999.00,66.35,0.00
Danny Amendola,2014,WR,NE,137.63,66.28,0.00
Tavon Austin,2014,WR,STL,123.70,88.85,64.60
Hakeem Nicks,2014,WR,IND,126.58,97.86,64.50
Carlos Hyde,2014,RB,SF,121.12,84.69,62.10
Toby Gerhart,2014,RB,JAX,41.68,174.07,61.20
Cordarrelle Patterson,2014,WR,MIN,58.40,142.06,60.10
Brian Hartline,2014,WR,MIA,142.04,115.21,59.40
Wes Welker,2014,WR,DEN,49.15,137.61,58.40
Ryan Mathews,2014,RB,SD,47.31,158.85,57.90
James Starks,2014,RB,GB,159.00,54.63,0.00
Jordan Cameron,2014,TE,CLE,68.65,123.22,54.40
Luke Willson,2014,TE,SEA,999.00,0.00,54.20
Marcel Reece,2014,RB,OAK,999.00,53.73,0.00
C.J. Spiller,2014,RB,BUF,45.59,160.78,52.50
Christine Michael,2014,RB,SEA,135.56,51.83,0.00
Stevan Ridley,2014,RB,NE,83.13,134.06,48.00
Jace Amaro,2014,TE,NYJ,169.93,52.21,46.50
Zac Stacy,2014,RB,STL,28.05,189.47,46.50
Donald Brown,2014,RB,SD,167.74,67.08,43.40
Victor Cruz,2014,WR,NYG,53.51,150.67,39.70
Vernon Davis,2014,TE,SF,49.91,101.74,36.90
Lance Moore,2014,WR,PIT,999.00,73.19,33.80
Levine Toilolo,2014,TE,ATL,999.00,76.81,33.80
Marcedes Lewis,2014,TE,JAX,170.90,78.41,32.60
Austin Seferian-Jenkins,2014,TE,TB,999.00,60.42,32.10
Eric Ebron,2014,TE,DET,133.88,77.91,30.80
Bryce Brown,2014,RB,BUF,999.00,0.00,28.20
Montee Ball,2014,RB,DEN,14.66,195.93,27.40
Garrett Graham,2014,TE,HOU,165.66,78.75,25.70
DeAngelo Williams,2014,RB,CAR,113.74,90.99,24.30
Ladarius Green,2014,TE,SD,131.05,87.49,22.60
Knowshon Moreno,2014,RB,MIA,109.00,87.42,21.60
Joseph Fauria,2014,TE,DET,999.00,0.00,15.40
Dennis Pitta,2014,TE,BAL,78.34,102.22,12.50
Adrian Peterson,2014,RB,MIN,4.40,230.03,9.30
49ers,2014,DEF,SF,999.00,0.00,0.00
Adam Vinatieri,2014,K,IND,151.79,0.00,0.00
Ahmad Bradshaw,2014,RB,IND,999.00,0.00,0.00
Alex Henery,2014,K,PHI,164.97,0.00,0.00
Andre Williams,2014,RB,NYG,999.00,0.00,0.00
Bears,2014,DEF,CHI,999.00,0.00,0.00
Bengles,2014,DEF,CIN,999.00,0.00,0.00
Bilal Powell,2014,RB,NYJ,999.00,0.00,0.00
Bills,2014,DEF,BUF,999.00,0.00,0.00
Blair Walsh,2014,K,MIN,167.16,0.00,0.00
Bobby Rainey,2014,RB,TB,999.00,0.00,0.00
Broncos,2014,DEF,DEN,999.00,0.00,0.00
Browns,2014,DEF,CLE,999.00,0.00,0.00
Buccaneers,2014,DEF,TB,999.00,0.00,0.00
Caleb Sturgis,2014,K,MIA,169.70,0.00,0.00
Cardinals,2014,DEF,ARI,999.00,0.00,0.00
Cecil Shorts,2014,WR,JAX,139.81,0.00,0.00
Chargers,2014,DEF,SD,999.00,0.00,0.00
Chiefs,2014,DEF,KC,999.00,0.00,0.00
Chris Givens,2014,WR,STL,999.00,0.00,0.00
Colts,2014,DEF,IND,999.00,0.00,0.00
Connor Barth,2014,K,TB,999.00,0.00,0.00
Cowboys,2014,DEF,DAL,999.00,0.00,0.00
Dan Bailey,2014,K,DAL,152.83,0.00,0.00
David Wilson,2014,RB,NYG,136.18,0.00,0.00
Derek Dimke,2014,K,NO,999.00,0.00,0.00
Dolphins,2014,DEF,MIA,999.00,0.00,0.00
Dustin Hopkins,2014,K,BUF,999.00,0.00,0.00
E.J. Manuel,2014,QB,BUF,999.00,0.00,0.00
Eagles,2014,DEF,PHI,999.00,0.00,0.00
Falcons,2014,DEF,ATL,999.00,0.00,0.00
Giants,2014,DEF,NYG,999.00,0.00,0.00
Graham Gano,2014,K,CAR,999.00,0.00,0.00
Greg Zuerlein,2014,K,STL,166.18,0.00,0.00
Jaguars,2014,DEF,JAX,999.00,0.00,0.00
Jay Feely,2014,K,ARI,171.85,0.00,0.00
Jermichael Finley,2014,TE,GB,999.00,0.00,0.00
Jerrel Jernigan,2014,WR,NYG,999.00,0.00,0.00
Jets,2014,DEF,NYJ,999.00,0.00,0.00
Jonathan Grimes,2014,RB,HOU,999.00,0.00,0.00
Josh Brown,2014,K,NYG,999.00,0.00,0.00
Josh Scobee,2014,K,JAX,999.00,0.00,0.00
Justin Blackmon,2014,WR,JAX,999.00,0.00,0.00
Justin Tucker,2014,K,BAL,137.47,0.00,0.00
Ka'deem Carey,2014,RB,CHI,999.00,0.00,0.00
Kai Forbath,2014,K,WAS,999.00,0.00,0.00
Kenbrell Thompkins,2014,WR,NE,999.00,0.00,0.00
Khiry Robinson,2014,RB,NO,999.00,0.00,0.00
Knile Davis,2014,RB,KC,999.00,0.00,0.00
Lance Dunbar,2014,RB,DAL,999.00,0.00,0.00
Lions,2014,DEF,DET,999.00,0.00,0.00
Marquis Lee,2014,WR,JAX,999.00,0.00,0.00
Mason Crosby,2014,K,GB,144.03,0.00,0.00
Matt Bryant,2014,K,ATL,149.59,0.00,0.00
Matt Prater,2014,K,DEN,118.57,0.00,0.00
Michael Vick,2014,QB,NYJ,999.00,0.00,0.00
Mike Nugent,2014,K,CIN,175.94,0.00,0.00
Nate Freese,2014,K,DET,999.00,0.00,0.00
Nick Folk,2014,K,NYJ,173.22,0.00,0.00
Nick Novak,2014,K,SD,162.12,0.00,0.00
Packers,2014,DEF,GB,999.00,0.00,0.00
Panthers,2014,DEF,CAR,999.00,0.00,0.00
Patriots,2014,DEF,NE,999.00,0.00,0.00
Phil Dawson,2014,K,SF,127.99,0.00,0.00
Raiders,2014,DEF,OAK,999.00,0.00,0.00
Rams,2014,DEF,STL,999.00,0.00,0.00
Randy Bullock,2014,K,HOU,999.00,0.00,0.00
Ravens,2014,DEF,BAL,999.00,0.00,0.00
Redskins,2014,DEF,WAS,999.00,0.00,0.00
Robbie Gould,2014,K,CHI,160.10,0.00,0.00
Ryan Succop,2014,K,KC,171.68,0.00,0.00
Saints,2014,DEF,NO,999.00,0.00,0.00
Seahawks,2014,DEF,SEA,999.00,0.00,0.00
Sebastian Janikowski,2014,K,OAK,164.67,0.00,0.00
Shaun Suisham,2014,K,PIT,169.72,0.00,0.00
Shayne Graham,2014,K,NO,152.92,0.00,0.00
Steelers,2014,DEF,PIT,999.00,0.00,0.00
Stephen Gostkowski,2014,K,NE,105.36,0.00,0.00
Steve Johnson,2014,WR,SF,999.00,0.00,0.00
Steve Smith,2014,WR,BAL,145.60,0.00,0.00
Steven Hauschka,2014,K,SEA,130.70,0.00,0.00
Texans,2014,DEF,HOU,999.00,0.00,0.00
Theo Riddick,2014,RB,DET,999.00,0.00,0.00
Tim Wright,2014,TE,NE,999.00,0.00,0.00
Titans,2014,DEF,TEN,999.00,0.00,0.00
Travis Kelce,2014,TE,KC,999.00,0.00,0.00
Tre Mason,2014,RB,STL,999.00,0.00,0.00
Vikings,2014,DEF,MIN,999.00,0.00,0.00
Zach Hocker,2014,K,WAS,999.00,0.00,0.00
